"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs8q00","cs8q0a","cs8q00_oth","cs8q01","cs8q02","cs8q03","cs8q04","cs8q05_a","cs8q05_b","cs8q05_c","cs8q05_d","cs8q05_e","cs8q05_f","cs8q05_g","cs8q05_h","cs8q06","cs8q07","cs8q08","cs8q09","cs8q10","cs8q10_oth","cs8q11_a","cs8q11_b","cs8q11_c","cs8q11d_oth","cs8q11_d"
"030416088800204","03041600204",3,4,16,8,88,2,4,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030416088800204","03041600204",3,4,16,8,88,2,4,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030416088800204","03041600204",3,4,16,8,88,2,4,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,5,0,,,1,1,1,,1
"030416088800204","03041600204",3,4,16,8,88,2,4,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,1,1,2,,1
"030416088800204","03041600204",3,4,16,8,88,2,4,7,"Grain Mill: Construction/ Maintenance/Improvement",,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030416088800204","03041600204",3,4,16,8,88,2,4,8,"Public Transportation: Initiation/Improvement",,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030416088800204","03041600204",3,4,16,8,88,2,4,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030416088800204","03041600204",3,4,16,8,88,2,4,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030416088800204","03041600204",3,4,16,8,88,2,4,11,"Other (Specify)",,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,1,,,1,1,1,2,,,,,,,,,,,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,2,,,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1500000,139196,1,,2,2,2,,2
"030418010100309","03041800309",3,4,18,1,1,3,9,3,,,1,1,1,2,,,,,,,,,,,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,4,,,1,1,1,1,1,2,2,2,2,2,2,2,1,5,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,5,,,1,1,1,1,1,2,2,2,2,2,2,2,1,5,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,6,,,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030418010100309","03041800309",3,4,18,1,1,3,9,7,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,8,,,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,2,2,2,,2
"030418010100309","03041800309",3,4,18,1,1,3,9,9,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,10,,,1,1,1,2,,,,,,,,,,,,,,,,,,,
"030418010100309","03041800309",3,4,18,1,1,3,9,11,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,1,,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1500000,209000,1,,1,2,2,,2
"030418010100807","03041800807",3,4,18,1,1,8,7,2,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,3,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,4,,,1,1,1,1,1,2,2,2,2,2,2,2,1,5,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,5,,,1,1,1,1,1,2,2,2,2,2,2,2,1,5,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,6,,,1,1,1,1,1,2,2,2,2,2,2,2,1,5,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,7,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,8,,,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,9,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,10,,,1,1,1,2,,,,,,,,,,,,,,,,,,,
"030418010100807","03041800807",3,4,18,1,1,8,7,11,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,86000,40000,1,,1,2,2,,2
"030501088801504","03050101504",3,5,1,8,88,15,4,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,1,2,1,3,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,1,2,2,2,2,1,3,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,1,1,2,2,2,2,1,1,0,,1,,1,2,2,,2
"030501088801504","03050101504",3,5,1,8,88,15,4,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,8,"Public Transportation: Initiation/Improvement",,2,1,2,,,,,,,,,,,,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,9,"Agricultural/Fishery/ Livestock Extension Services",,2,1,1,1,2,2,1,2,2,2,2,2,2,,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030501088801504","03050101504",3,5,1,8,88,15,4,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,1,,1,1,2,,1,2,0,,,,2,2,2,,2
"030504088800305","03050400305",3,5,4,8,88,3,5,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,1,1,1,1,2,,1,1,40800,0,,,1,1,1,,1
"030504088800305","03050400305",3,5,4,8,88,3,5,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,1,1,1,1,1,1,2,,2,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,2,2,2,2,2,2,,2,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,2,,,,,,,,,,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,2,,,,,,,,,,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,2,,,,,,,,,,,,,,,,,,,
"030504088800305","03050400305",3,5,4,8,88,3,5,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,3,"Secondary School: Construction/Maintenance",,1,1,2,,,,,,,,,,,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,2,,,,,,,,,,,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,2,,,,,,,,,,,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,8,"Public Transportation: Initiation/Improvement",,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,2,,,,,,,,,,,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"030507088801204","03050701204",3,5,7,8,88,12,4,11,"Other (Specify)",,1,1,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,1,,,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1900000,0,3,"kemengest  yetbjet  bejet",1,1,2,,2
"030508010100106","03050800106",3,5,8,1,1,1,6,2,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,3,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,4,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,5,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,6,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,7,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,8,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,9,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,10,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030508010100106","03050800106",3,5,8,1,1,1,6,11,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030509020100104","03050900104",3,5,9,2,1,1,4,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,1,2,1,2,1,,1,1,25000,17000,1,,1,1,1,,1
"030509020100104","03050900104",3,5,9,2,1,1,4,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,2,2,1,1,1,,1,1,65000,32000,1,,1,1,1,,1
"030509020100104","03050900104",3,5,9,2,1,1,4,3,"Secondary School: Construction/Maintenance",,1,1,1,1,1,1,2,2,1,2,2,,1,1,1200000,0,,,1,1,1,,1
"030509020100104","03050900104",3,5,9,2,1,1,4,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030509020100104","03050900104",3,5,9,2,1,1,4,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,2,1,1,1,,1,1,204000,80000,1,,1,1,1,,1
"030509020100104","03050900104",3,5,9,2,1,1,4,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,1,1,2,2,2,1,,1,1,385000,0,,,1,1,1,,1
"030509020100104","03050900104",3,5,9,2,1,1,4,7,"Grain Mill: Construction/ Maintenance/Improvement",,1,1,1,1,1,1,1,2,2,1,2,,1,1,46000,16000,1,,1,1,1,,1
"030509020100104","03050900104",3,5,9,2,1,1,4,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030509020100104","03050900104",3,5,9,2,1,1,4,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030509020100104","03050900104",3,5,9,2,1,1,4,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,1,1,1,1,1,,1,1,15000,0,1,,1,1,1,,1
"030509020100104","03050900104",3,5,9,2,1,1,4,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,1,1,1,,2
"030511088800307","03051100307",3,5,11,8,88,3,7,2,"Primary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,3,"Secondary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,1,,1,5,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,2,2,1,2,2,2,1,2,1,5,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,1,2,1,1,2,2,1,1,0,,,,1,1,2,,1
"030511088800307","03051100307",3,5,11,8,88,3,7,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030511088800307","03051100307",3,5,11,8,88,3,7,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1525,1525,1,,1,1,2,,2
"030511088800307","03051100307",3,5,11,8,88,3,7,11,"Other (Specify)",,1,1,1,1,1,,1,2,2,2,2,2,1,5,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,2,2,2,2,2,,1,1,0,200000,1,,1,1,1,,1
"030513088800702","03051300702",3,5,13,8,88,7,2,2,"Primary School: Construction/Maintenance",,1,1,1,1,2,1,2,2,2,2,2,,1,1,0,90000,1,,1,1,1,,1
"030513088800702","03051300702",3,5,13,8,88,7,2,3,"Secondary School: Construction/Maintenance",,1,1,1,1,2,2,2,2,2,2,2,,2,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,2,2,1,2,2,2,2,,2,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,2,1,2,2,2,2,,2,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,2,2,2,2,2,2,2,,2,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,7,"Grain Mill: Construction/ Maintenance/Improvement",,1,1,1,1,2,2,2,2,2,2,2,,2,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,8,"Public Transportation: Initiation/Improvement",,1,1,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,2,2,2,2,2,,2,,,,,,,,,,
"030513088800702","03051300702",3,5,13,8,88,7,2,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030515088800703","03051500703",3,5,15,8,88,7,3,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,90000,90000,1,,1,1,1,,1
"030515088800703","03051500703",3,5,15,8,88,7,3,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,,,,1,1,1,,1
"030515088800703","03051500703",3,5,15,8,88,7,3,3,"Secondary School: Construction/Maintenance",,1,2,2,,,,,,,,,,,,,,,,,,,,
"030515088800703","03051500703",3,5,15,8,88,7,3,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,3,0,,,,1,1,1,,1
"030515088800703","03051500703",3,5,15,8,88,7,3,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030515088800703","03051500703",3,5,15,8,88,7,3,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,,,,1,1,1,,1
"030515088800703","03051500703",3,5,15,8,88,7,3,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030515088800703","03051500703",3,5,15,8,88,7,3,8,"Public Transportation: Initiation/Improvement",,1,2,2,,,,,,,,,,,,,,,,,,,,
"030515088800703","03051500703",3,5,15,8,88,7,3,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030515088800703","03051500703",3,5,15,8,88,7,3,10,"Law Enforcement: Initiation/ Improvement",,2,1,1,1,1,1,1,2,2,2,2,2,1,5,,,,,,,,,
"030515088800703","03051500703",3,5,15,8,88,7,3,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030521088800808","03052100808",3,5,21,8,88,8,8,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,2,2,1,2,2,2,,1,2,0,,,,1,1,2,,2
"030521088800808","03052100808",3,5,21,8,88,8,8,2,"Primary School: Construction/Maintenance",,1,1,1,1,2,2,2,2,2,2,2,,1,2,0,,,,1,1,2,,2
"030521088800808","03052100808",3,5,21,8,88,8,8,3,"Secondary School: Construction/Maintenance",,1,1,1,1,2,2,2,2,2,2,2,,2,,,,,,,,,,
"030521088800808","03052100808",3,5,21,8,88,8,8,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,1,2,1,2,2,2,2,,1,2,0,,,,1,1,2,,2
"030521088800808","03052100808",3,5,21,8,88,8,8,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,2,1,2,2,2,1,,1,2,0,,,,1,1,2,,2
"030521088800808","03052100808",3,5,21,8,88,8,8,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,1,2,2,2,2,,1,2,0,,,,1,1,2,,2
"030521088800808","03052100808",3,5,21,8,88,8,8,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030521088800808","03052100808",3,5,21,8,88,8,8,8,"Public Transportation: Initiation/Improvement",,1,1,1,1,2,2,2,2,2,2,2,,2,2,0,,,,1,1,2,,2
"030521088800808","03052100808",3,5,21,8,88,8,8,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,2,1,2,2,2,2,,1,2,0,,,,1,1,2,,2
"030521088800808","03052100808",3,5,21,8,88,8,8,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,2,1,2,2,2,2,,2,,,,,,,,,,
"030521088800808","03052100808",3,5,21,8,88,8,8,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030602088802603","03060202603",3,6,2,8,88,26,3,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,2,2,1,1,2,1,2,1,1,32740,32740,1,,1,1,1,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,3,"Secondary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,,,,2,1,2,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,1,2,1,2,1,2,1,2,1,1,0,,,,1,1,2,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,,,,1,1,1,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,1,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,7,"Grain Mill: Construction/ Maintenance/Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,2,1,2,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,8,"Public Transportation: Initiation/Improvement",,1,1,1,1,1,1,1,2,2,2,1,2,1,1,0,,,,1,1,1,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,2,1,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,1,2,1,2,2,2,1,1,0,,,,1,1,1,,2
"030602088802603","03060202603",3,6,2,8,88,26,3,11,"Other (Specify)",,1,2,1,1,1,1,1,2,2,2,2,2,1,1,24555,24555,1,,1,1,2,,2
"030604010100202","03060400202",3,6,4,1,1,2,2,1,,,1,1,1,1,1,1,1,2,1,2,2,2,1,1,100000,15000,1,,1,1,1,"yelem",1
"030604010100202","03060400202",3,6,4,1,1,2,2,2,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,3,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,4,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,5,,,1,2,1,1,1,2,2,2,1,2,2,2,1,4,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,6,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,7,,,1,2,1,1,1,1,2,2,2,1,2,2,1,4,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,8,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,9,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604010100202","03060400202",3,6,4,1,1,2,2,10,,,1,1,1,1,1,1,1,2,1,2,2,2,1,1,15000,10000,1,,1,1,1,"yelem",1
"030604010100202","03060400202",3,6,4,1,1,2,2,11,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604088802001","03060402001",3,6,4,8,88,20,1,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,2,2,2,2,2,2,1,1,0,,,,1,2,2,,1
"030604088802001","03060402001",3,6,4,8,88,20,1,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,2,2,2,2,1,2,1,1,0,,,,1,1,2,,2
"030604088802001","03060402001",3,6,4,8,88,20,1,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604088802001","03060402001",3,6,4,8,88,20,1,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030604088802001","03060402001",3,6,4,8,88,20,1,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1500,1500,1,,1,1,1,,2
"030604088802001","03060402001",3,6,4,8,88,20,1,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"030604088802001","03060402001",3,6,4,8,88,20,1,7,"Grain Mill: Construction/ Maintenance/Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,1,4,,,,,,,,,
"030604088802001","03060402001",3,6,4,8,88,20,1,8,"Public Transportation: Initiation/Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,1,5,,,,,,,,,
"030604088802001","03060402001",3,6,4,8,88,20,1,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,1,1,2,2,2,1,2,1,1,0,,,,1,1,2,,2
"030604088802001","03060402001",3,6,4,8,88,20,1,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,2,2,2,2,2,2,1,1,0,,,,1,1,1,,2
"030604088802001","03060402001",3,6,4,8,88,20,1,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,2,2,2,2,1,2,1,5,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,2,179850,79850,1,,1,1,1,,1
"030606088802103","03060602103",3,6,6,8,88,21,3,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,2,2,,,,,,,,,,,,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,1,2,2,2,2,2,1,3,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"030606088802103","03060602103",3,6,6,8,88,21,3,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2000,0,,,1,1,2,,2
"030606088802103","03060602103",3,6,6,8,88,21,3,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,1,2,2,2,2,2,1,2,350000,350000,1,,1,1,1,,1
"030606088802103","03060602103",3,6,6,8,88,21,3,11,"Other (Specify)",,1,1,1,2,,,,,,,,,,5,,,,,,,,,
