"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs4q01","cs4q02_1","cs4q03","cs4q04_1","cs4q04_2","cs4q04_3","cs4q04_4","cs4q04_5","cs4q04_6","cs4q04_7","cs4q04_8","cs4q04_9","cs4q04_10","cs4q04_11","cs4q04_12","cs4q05_1","cs4q05_2","cs4q05_3","cs4q05_4","cs4q05_5","cs4q05_6","cs4q05_7","cs4q05_8","cs4q05_9","cs4q05_10","cs4q05_11","cs4q05_12","cs4q06","cs4q07_a","cs4q07_b","cs4q08","cs4q09","cs4q10","cs4q11","cs4q12_a","cs4q12_b1","cs4q13","cs4q14","cs4q15","cs4q16","cs4q17","cs4q18","cs4q19","cs4q20","cs4q21","cs4q22","cs4q23","cs4q24","cs4q25","cs4q26","cs4q27","cs4q28","cs4q29","cs4q30","cs4q31","cs4q32","cs4q33","cs4q34","cs4q34_oth","cs4q35","cs4q36","cs4q37","cs4q38","cs4q39","cs4q40","cs4q40_oth","cs4q41","cs4q42","cs4q43","cs4q44_a","cs4q44_b","cs4q44_c","cs4q44_d","cs4q44_e","cs4q44_f","cs4q44_oth","cs4q45","cs4q46","cs4q47","cs4q48","cs4q49","cs4q50","cs4q51","csdq52","csdq53","csdq54","csdq55","csdq56","csdq57","csdq58","csdq59"
"030112088800203","03011200203",3,1,12,8,88,2,3,3,20,2,3,4,5,6,7,8,9,,,,,,3,4,5,6,7,8,9,,,,,,84,35,2,2,84,80,2,"SEMEN GONDER",109,105,2,84,,,3,0,0,2,2,84,1,0,0,0,0,2,84,2,20,1,1,,2,2,,,84,1,,1,0,2,,,,,,,,2,84,2,84,2,,,2,84,2,84,2,84,2,109
"030114088800816","03011400816",3,1,14,8,88,8,16,2,94,1,13,,,,,,,,,,,,13,,,,,,,,,,,,30,20,2,2,30,20,2,"SEMEN GONDER",154,90,1,,,,15,4,0,2,1,30,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,1,0,1,1,1,2,1,2,2,,2,30,1,,2,,,2,94,1,,2,30,2,250
"030116088802804","03011602804",3,1,16,8,88,28,4,4,71,2,0,,,,,,,,,,,,0,,,,,,,,,,,,21,3,2,2,21,30,2,"SEMEN GONDER",111,40,1,,,,6,0,0,2,2,21,1,0,0,0,0,2,21,1,,1,1,,2,2,,,8,1,,1,0,2,,,,,,,,2,21,2,21,2,,,2,21,2,21,2,111,2,111
"030118010100610","03011800610",3,1,18,1,1,6,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,,,1,,,,2,1,,,3,1,0,1,1,0,1,0,0,0,0,1,,2,,,,,,1,1,2,,3,,1,30,1,1,1,1,1,1,2,,2,0,2,0,1,500,1500,2,0,1,,2,35,2,0
"030118010101204","03011801204",3,1,18,1,1,12,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,1,,,1,,,,1,,,,4,0,0,1,1,2,1,0,0,0,0,1,,2,,,,,,1,1,2,,1,,1,30,1,1,1,1,1,1,2,,1,,2,0,1,15,1500,1,,1,,2,25,1,
"030118010102006","03011802006",3,1,18,1,1,20,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,,,1,,,,1,,,,4,1,0,1,1,1,1,0,0,0,0,1,,2,,,,,,1,1,1,,1,,1,50,1,1,1,1,1,1,2,,1,,1,,1,100,3000,1,,1,,2,20,2,12
"030120020100105","03012000105",3,1,20,2,1,1,5,4,42,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,9,2,2,42,40,2,"GONDER",82,65,1,,,,7,1,0,1,1,0,1,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,2,42,1,,1,10,500,2,42,1,,2,82,2,82
"030201088800703","03020100703",3,2,1,8,88,7,3,4,119,2,0,,,,,,,,,,,,0,,,,,,,,,,,,40,2,3,2,77,50,2,"DEBRE TABOR",114,80,2,40,,,7,0,0,1,2,55,2,0,0,0,0,2,40,1,,1,1,,2,2,,,40,1,,1,0,2,,,,,,,,2,77,2,40,2,,,2,77,1,,2,114,2,114
"030202088802508","03020202508",3,2,2,8,88,25,8,4,9,2,0,,,,,,,,,,,,0,,,,,,,,,,,,9,15,2,2,9,10,2,"DEBIRE TABOR",,26,1,,,,7,0,0,1,1,9,1,0,0,0,0,1,,1,,1,1,,2,2,,,9,1,,1,0,2,,,,,,,,2,9,1,,1,,0,2,9,1,,2,9,2,9
"030204088800906","03020400906",3,2,4,8,88,9,6,4,7,1,13,,,,,,,,,,,,2,3,4,5,6,7,8,9,10,11,,,7,10,2,2,37,16,2,"DEBIRE TABOR",37,16,1,7,,,5,0,0,2,2,7,1,0,0,0,0,1,7,1,,1,1,,2,2,,,7,1,,2,,2,,,,,,,,2,37,2,37,2,,,2,37,1,,2,37,2,37
"030205088801907","03020501907",3,2,5,8,88,19,7,1,0,1,13,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,2,25,2,2,2,3,2,"DEBIRE TABOR",75,30,1,3,,,7,1,0,2,1,3,1,0,0,0,0,2,3,1,,1,1,,2,2,,,3,1,,2,,2,,,,,,,,2,2,2,2,2,,,2,2,2,2,2,75,2,75
"030207010100110","03020700110",3,2,7,1,1,1,10,2,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,,,2,"debretabor",105,46,1,,,,3,1,0,1,1,0,1,0,0,0,0,1,,2,,,,,,1,1,1,,1,,1,30,1,1,1,1,1,1,2,,1,,1,,1,15,2500,2,105,1,,2,15,2,105
"030207088803703","03020703703",3,2,7,8,88,37,3,4,75,1,13,,,,,,,,,,,,2,3,4,5,6,7,8,9,,,,,23,7,3,2,23,0,2,"DEBRE TABOR",125,46,1,,,,5,1,0,2,2,8,2,0,0,0,0,2,23,1,,1,1,,2,1,1,1,,1,,2,,2,,,,,,,,2,23,1,8,2,,,2,125,1,,2,125,2,125
"030209010100104","03020900104",3,2,9,1,1,1,4,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,30,1,2,12,6,2,"BAHIR DAR",30,10,1,,,,2,8,0,2,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,1,0,1,1,1,,1,1,2,,1,,1,,2,,,1,,1,,2,30,2,30
"030209088800708","03020900708",3,2,9,8,88,7,8,4,20,1,13,,,,,,,,,,,,13,,,,,,,,,,,,3,4,3,2,5,6,2,"BAHIR DAR",45,22,2,5,,,4,0,0,2,2,5,1,0,0,0,0,2,5,1,,1,1,,2,2,,,5,1,,1,0,2,,,,,,,,2,5,2,3,2,,,2,5,2,5,2,45,2,45
"030301088800204","03030100204",3,3,1,8,88,2,4,4,171,1,0,,,,,,,,,,,,0,,,,,,,,,,,,42,2,3,2,42,30,2,"WELDIYA",256,130,1,,,,9,0,0,1,2,42,1,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,2,42,2,42,2,,,2,96,2,42,2,,2,256
"030302010100108","03030200108",3,3,2,1,1,1,8,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,35,2,2,17,7,2,"WELDIYA",32,13,1,,,,1,1,0,2,2,0,1,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,1,,1,0,1,15,3000,2,17,1,,2,35,2,32
"030302088802104","03030202104",3,3,2,8,88,21,4,4,30,2,1,2,3,4,5,6,7,8,9,10,,,1,2,3,4,5,6,7,8,9,10,,,0,2,1,2,65,40,2,"WELDIYA",60,50,1,,,,4,47,0,1,1,30,1,0,0,0,0,2,37,2,20,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,2,37,2,30,2,,,2,37,2,30,2,60,2,60
"030303088802404","03030302404",3,3,3,8,88,24,4,4,9,1,13,,,,,,,,,,,,13,,,,,,,,,,,,14,4,3,2,14,15,2,"WELDIYA",60,35,2,14,,,6,0,0,1,1,14,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,1,0,2,,,,,,,,2,14,2,14,1,999,450,2,58,1,,2,58,1,14
"030304088800906","03030400906",3,3,4,8,88,9,6,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,5,2,2,65,25,2,"WELDIYA",85,30,1,,,,7,1,0,2,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,2,,1,2,1,2,1,1,2,,2,65,1,,1,200,8500,2,65,1,,2,65,2,85
"030305088801101","03030501101",3,3,5,8,88,11,1,3,18,2,0,,,,,,,,,,,,3,4,5,6,7,8,9,,,,,,18,4,2,2,18,30,2,"WELDIYA",126,40,1,,,,4,0,0,2,2,18,1,0,0,0,0,2,2,1,,1,1,,2,2,,,2,1,,2,,2,,,,,,,,2,18,2,2,2,,,2,18,1,,2,18,2,126
"030307088801002","03030701002",3,3,7,8,88,10,2,1,2,1,13,,,,,,,,,,,,13,,,,,,,,,,,,2,5,2,2,25,10,2,"WELDEYA",25,10,2,2,,,7,1,0,2,1,2,1,0,0,0,0,2,2,1,,1,1,,2,2,,,2,1,,2,,2,,,,,,,,2,25,2,2,1,12,3000,2,25,2,2,2,25,2,25
"030308088801617","03030801617",3,3,8,8,88,16,17,4,3,2,1,2,3,4,5,6,7,8,9,10,,,1,2,3,4,5,6,7,8,9,10,,,0,0,,2,9,15,2,"WELDIYA",35,22,2,7,,,1,11,0,1,1,7,1,0,0,0,0,2,7,1,,1,1,,1,2,,,7,1,,1,0,2,,,,,,,,2,7,2,7,1,30,2000,2,7,2,7,2,7,2,35
"030309010100308","03030900308",3,3,9,1,1,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,3,1,,,1,,,,2,2,,,3,2,0,2,1,2,1,2,0,0,2,1,,1,,,,,,1,1,1,,1,,1,30,1,1,1,1,1,1,2,,1,,1,,1,10,500,1,,1,,2,2,1,
"030310088801701","03031001701",3,3,10,8,88,17,1,4,74,1,13,,,,,,,,,,,,13,,,,,,,,,,,,27,10,3,2,27,15,2,"WELDIYA",134,60,2,27,,,2,0,0,1,1,27,1,0,0,0,0,1,,1,,1,1,,1,2,,,27,1,,1,0,2,,,,,,,,2,27,2,27,1,999,400,2,27,1,,2,27,1,0
"030403088801401","03040301401",3,4,3,8,88,14,1,4,16,2,6,7,8,9,2,3,4,5,,,,,6,7,8,9,2,3,4,5,,,,,16,5,2,2,16,20,1,"DESE",42,30,1,16,,,1,4,1,1,2,16,1,0,0,0,0,1,,1,,1,1,,1,2,,,3,1,,1,0,2,,,,,,,,2,42,2,16,2,,,2,42,1,2,2,42,2,42
"030406088800801","03040600801",3,4,6,8,88,8,1,4,27,1,0,,,,,,,,,,,,13,,,,,,,,,,,,10,5,2,2,10,15,2,"DESE",57,,1,,,,0,4,0,2,2,10,1,0,0,0,0,1,,2,3,2,1,,1,2,1,1,,1,,1,0,2,,,,,,,,2,10,1,,1,999,3000,2,27,1,,2,57,2,57
"030409088801203","03040901203",3,4,9,8,88,12,3,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,20,1,2,28,5,2,"DESE",28,15,2,5,,,,,0,2,2,5,1,0,0,0,0,2,1,1,,1,1,,2,2,,,5,1,,1,0,2,,,,,,,,1,5,2,5,2,,,2,28,1,,2,5,2,5
"030411088800903","03041100903",3,4,11,8,88,9,3,4,74,1,0,,,,,,,,,,,,13,,,,,,,,,,,,54,3,3,2,54,30,2,"DESE",150,100,1,,,,8,4,0,2,2,0,2,0,0,0,0,2,54,1,,1,1,,2,1,2,,54,1,,1,0,2,,,,,,,,2,54,1,,2,,,2,150,1,,2,54,2,150
"030412010100105","03041200105",3,4,12,1,1,1,5,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,50,3,1,,,2,"DESE",180,62,1,,,,0,1,0,2,1,1.5,1,0,0,0,0,1,,,,,,,,1,1,1,,1,,2,,1,2,1,1,1,1,1,,1,,1,,1,500,2400,2,180,1,,1,,2,180
"030414088802101","03041402101",3,4,14,8,88,21,1,4,96,2,6,7,8,9,10,2,3,4,5,,,,6,7,8,9,10,2,3,4,5,,,,21,3,2,2,21,30,2,"DESE",156,96,2,9,,,0,3,0,2,2,9,1,0,0,0,0,1,,1,,1,1,,2,2,,,9,1,,1,0,2,,,,,,,,2,21,2,21,2,,,2,156,2,9,2,156,2,156
"030416088800204","03041600204",3,4,16,8,88,2,4,2,50,1,13,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,,,,25,20,3,2,25,15,2,"DESE",193,77,1,,,,4,4,0,2,2,25,1,0,0,0,0,2,25,1,,1,1,,2,2,,,12,1,,2,,2,,,,,,,,2,25,2,25,2,,,2,25,2,25,2,25,2,25
"030418010100309","03041800309",3,4,18,1,1,3,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,3,1,,,1,,,,1,,,,2,2,0,2,1,1,1,1,0,1,0,2,1,1,,,,,,2,,,2,1,,2,,1,2,1,1,1,1,2,,1,,2,1,1,50,5000,1,,2,1,2,1,2,1
"030418010100807","03041800807",3,4,18,1,1,8,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,2,1,,,1,,,,2,1,,,0,5,0,2,1,2,1,1,0,1,0,2,2,1,,,,,,2,,,2,3,,2,,1,2,1,1,1,1,2,,1,,1,,1,500,3000,1,,1,,2,3,2,3
"030501088801504","03050101504",3,5,1,8,88,15,4,4,173,1,0,,,,,,,,,,,,3,4,5,6,,,,,,,,,13,8,2,1,,,2,,,,1,3,,,3,2,0,1,1,13,1,0,0,0,0,2,13,1,,1,1,,1,2,,,3.5,1,,2,,2,,,,,,,,2,,2,,2,,,2,,2,,2,,2,
"030504088800305","03050400305",3,5,4,8,88,3,5,3,82,1,13,,,,,,,,,,,,13,,,,,,,,,,,,17,1,2,2,17,10,2,"DEBIRHANE",82,41,1,17,,,6,0,0,1,2,17,1,0,0,0,0,1,,1,,1,1,,2,2,2,2,,1,,1,0,2,,,,,,,,2,17,2,17,2,,,2,17,2,17,2,,2,82
"030507088801204","03050701204",3,5,7,8,88,12,4,4,20,1,13,,,,,,,,,,,,13,,,,,,,,,,,,10,10,3,2,30,10,2,"DEBRE BIRHAN",185,87,1,10,,,7,4,0,2,1,10,1,0,0,0,0,1,,1,,1,1,,1,2,,,10,1,,2,,2,,,,,,,,2,10,2,10,1,30,1000,2,32,2,10,2,10,2,32
"030508010100106","03050800106",3,5,8,1,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,1,,,2,"d/birhan",142,51,1,,,,2,5,0,1,1,0,1,0,0,0,0,1,,2,,,,,,1,1,1,,3,,1,50,1,1,1,2,1,1,2,,1,,1,,1,200,1000,2,53,1,,2,14,1,
"030509020100104","03050900104",3,5,9,2,1,1,4,1,76,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,10,2,1,0,10,2,"DEBIRE BIRHAN",126,,1,,,,1,0,0,1,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,2,,1,1,1,1,1,1,,,1,,1,,1,8,1500,2,126,1,,2,,2,126
"030511088800307","03051100307",3,5,11,8,88,3,7,3,32,1,13,,,,,,,,,,,,13,,,,,,,,,,,,10,20,1,2,18,9,2,"DEBIRE BIRHAN",90,35,1,,,,1,0,0,1,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,2,,2,1,2,1,1,2,,,2,18,1,,1,20,1500,2,90,1,,2,,2,90
"030513088800702","03051300702",3,5,13,8,88,7,2,4,18,1,0,,,,,,,,,,,,0,,,,,,,,,,,,18,1,2,2,18,20,2,"DEBIRE BIRHAN",35,30,1,18,,,8,1,6,1,2,18,1,0,0,0,0,2,18,1,,1,1,,1,2,2,2,0,1,,2,,2,,,,,,,,2,18,2,18,2,6,0,2,27,1,12,2,,2,35
"030515088800703","03051500703",3,5,15,8,88,7,3,3,59,2,0,,,,,,,,,,,,0,,,,,,,,,,,,10,3,3,2,12,10,2,"DEBIRE BIRHAN",59,25,1,,,,4,0,0,1,2,12,1,0,0,0,0,1,,1,,3,1,,1,2,,,10,1,,2,,2,,,,,,,,2,12,2,0,1,50,1500,2,59,2,10,2,12,2,59
"030521088800808","03052100808",3,5,21,8,88,8,8,1,1,1,5,,,,,,,,,,,,5,,,,,,,,,,,,29,6,2,2,29,15,2,"DEBIRE BIRHAN",218,91,1,,,,14,0,0,2,2,29,1,0,0,0,0,1,0,1,,1,1,,2,2,,,0,1,,2,,2,,,,,,,,2,61,1,,2,,,2,218,1,,2,218,2,218
"030602088802603","03060202603",3,6,2,8,88,26,3,2,102,1,13,,,,,,,,,,,,4,5,6,,,,,,,,,,5,1,3,2,32,25,2,"BAHIR DAR",152,80,2,16,,,6,0,0,1,1,16,1,0,0,0,0,2,16,1,,1,1,,1,1,1,1,,1,,1,0,2,,,,,,,,2,16,1,,2,,,2,16,1,,2,225,2,152
"030604010100202","03060400202",3,6,4,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,3,1,,,2,"debremarkos",185,73,1,,,,1,0,2,1,1,1,1,0,0,1,0,1,,2,,,,,,2,,,2,1,,2,,2,,,,,,,,2,1,2,1,2,,,2,1,1,,2,45,2,185
"030604088802001","03060402001",3,6,4,8,88,20,1,2,4,1,13,,,,,,,,,,,,13,,,,,,,,,,,,4,4,3,2,4,5,2,"BAHIR DAR",191,78,2,5,,,5,1,0,1,1,4,1,0,0,0,0,2,4,1,,1,1,,1,2,,,4,1,,1,0,2,,,,,,,,2,4,1,,2,,,2,4,1,,2,191,1,
"030606088802103","03060602103",3,6,6,8,88,21,3,1,3,1,13,,,,,,,,,,,,13,,,,,,,,,,,,7,50,2,2,7,10,1,"DEBRE MARKOS",96,35,1,7,,,6,0,3,2,1,7,1,0,0,0,0,1,7,1,3,1,1,,1,2,,,7,1,,2,,1,2,2,2,2,1,2,,2,7,1,3,2,,,2,7,1,3,2,96,2,96
"030609088801807","03060901807",3,6,9,8,88,18,7,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,7,10,1,2,6,3,2,"MISRAK GOJAM",18,8,1,,,,2,0,0,1,2,6,1,0,0,0,0,1,,1,,1,1,,2,2,,,6,1,,1,0,2,,,,,,,,2,6,2,6,1,100,2600,2,18,1,,2,6,2,18
"030611088802207","03061102207",3,6,11,8,88,22,7,4,52,2,0,,,,,,,,,,,,0,,,,,,,,,,,,8,4,2,2,25,10,2,"DEBRE MARKOS",52,12,1,8,,,3,0,8,2,2,8,1,0,0,0,0,1,8,1,8,1,1,,1,2,,,25,1,,2,,1,1,2,1,1,2,2,,2,25,2,8,2,,,2,52,2,8,2,,2,52
"030614010100105","03061400105",3,6,14,1,1,1,5,3,18,1,13,,,,,,,,,,,,13,,,,,,,,,,,,1,4,2,1,,,2,"DEBRE MARKOS",114,42,1,1,,,1,2,1,2,1,1,1,0,0,0,0,1,0.5,2,,,,,,1,2,,114,1,,2,,1,1,1,1,2,1,2,,1,,1,,1,999,3000,2,18,1,,2,114,2,114
"030616088801207","03061601207",3,6,16,8,88,12,7,4,1,1,13,,,,,,,,,,,,13,,,,,,,,,,,,1,7,3,2,1,12,2,"MISRAK GOJAM",27,12,1,,,,7,0,2,1,2,1,1,0,0,0,0,2,0,1,,1,1,,2,2,,,27,1,,1,0,2,,,,,,,,2,1,1,,2,,,2,1,1,,2,1,2,27
"030701088801406","03070101406",3,7,1,8,88,14,6,4,30,2,2,3,4,5,6,7,8,9,10,,,,2,3,4,5,6,7,8,9,10,,,,15,5,2,2,15,15,2,"BAHIR DAR",30,15,1,,,,3,0,0,1,2,15,1,0,0,0,0,2,0,1,,1,,,2,2,,,0,3,,1,0,2,,,,,,,,2,15,1,,2,,,2,15,1,,2,,2,30
"030703088800105","03070300105",3,7,3,8,88,1,5,1,5,1,13,,,,,,,,,,,,13,,,,,,,,,,,,5,3,3,2,8,5,2,"BAHIR DAR",35,20,2,8,,,5,1,0,1,2,8,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,1,0,1,2,1,1,1,2,2,,2,8,1,,2,,,2,8,1,,2,35,2,35
"030704088801302","03070401302",3,7,4,8,88,13,2,1,1,1,13,,,,,,,,,,,,13,,,,,,,,,,,,4,10,2,1,1,5,2,"FNOTE SELAM",47,18,2,4,,,5,0,1.5,1,1,4,1,0,,0,0,1,5,1,,1,1,,1,1,1,1,0.25,1,,1,0,1,2,1,1,1,1,2,,2,4,2,4,2,,,1,,2,,1,,2,47
"030705010100105","03070500105",3,7,5,1,1,1,5,2,28,1,13,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,0,10,2,1,,,2,"FNOTE SELAM",65,33,1,,,,2,0,0,1,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,0,1,,2,,2,,,,,,,,1,,1,,2,,,2,28,1,,1,,2,65
"030705088802405","03070502405",3,7,5,8,88,24,5,2,17,1,13,,,,,,,,,,,,13,,,,,,,,,,,,6,3,2,2,37,20,2,"FNOTE SELAM",23,14,1,4,,,4,0,0,2,2,4,1,0,0,0,0,1,,1,,1,1,,2,2,,,4,1,,1,0,2,,,,,,,,2,37,2,4,2,,,2,23,2,4,2,23,2,23
"030708020100211","03070800211",3,7,8,2,1,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,1,,,2,"finoteselam",37,15,1,,,,1,1,1,1,1,1,1,0,0,0,0,1,,2,,,,,,1,1,1,,3,,1,0,1,2,1,2,2,1,2,,1,,1,,1,350,1500,1,,1,,2,45,2,37
"030708088801402","03070801402",3,7,8,8,88,14,2,1,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,7,50,1,2,7,5,2,"MERAB GOJAM",20,10,1,,,,3,0,0,1,2,3,1,0,0,0,0,1,,1,,1,1,,2,2,,,3,1,,1,0,2,,,,,,,,2,7,2,3,2,,,2,7,2,3,2,7,2,20
"030710088801703","03071001703",3,7,10,8,88,17,3,2,20,1,13,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,,20,10,2,2,20,12,2,"FNOTE SELAM",40,22,1,7,,,3,0,0,2,1,7,1,0,0,0,0,1,,1,,1,1,,1,2,,,6,1,,1,0,2,,,,,,,,2,7,1,,2,,,2,20,1,,2,7,2,40
"030713088801304","03071301304",3,7,13,8,88,13,4,1,7,1,13,,,,,,,,,,,,13,,,,,,,,,,,,7,20,1,2,7,0,2,"FNOTESELAM",,50,2,7,,,6,0,5,2,2,7,1,0,0,0,0,1,0,1,0,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,2,7,1,,2,,,2,7,1,,2,,2,
"030802088801503","03080201503",3,8,2,8,88,15,3,3,123,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,1,3,2,23,15,2,"SEKOTA",23,15,1,,,,5,0,0,2,2,0,1,0,0,0,0,2,23,1,,1,1,,1,1,1,1,,1,,2,,2,,,,,,,,2,23,1,0,2,,,2,23,1,,2,,2,143
"030803010100107","03080300107",3,8,3,1,1,1,7,3,170,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,1,3,1,,,2,"SEKOTA",78,45,1,,,,3,1,0,1,1,0,1,0,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,2,,2,,,,,,,,1,,1,,1,3,5000,2,78,1,,2,,2,191
"030803088800603","03080300603",3,8,3,8,88,6,3,4,140,1,0,,,,,,,,,,,,5,6,,,,,,,,,,,9,1,3,2,58,25,2,"SEKOTA",40,15,2,9,,,2,0,0,1,2,14,1,0,0,0,0,2,40,1,,1,1,,2,2,,,14,1,,2,,2,,,,,,,,2,40,1,,2,,,2,40,1,,2,,2,165
"030804088800503","03080400503",3,8,4,8,88,5,3,4,157,2,0,,,,,,,,,,,,0,,,,,,,,,,,,15,1,3,2,15,0,2,"SEKOTA",57,20,2,15,,,5,0,0,1,2,15,1,0,0,0,0,2,15,1,,1,1,,2,2,,,15,1,,1,0,2,,,,,,,,2,57,1,,2,,,2,57,1,,2,,2,169
"030901088801202","03090101202",3,9,1,8,88,12,2,4,15,1,13,,,,,,,,,,,,13,,,,,,,,,,,,14,30,3,2,15,10,2,"ENJEBARA",40,22,2,5,,,3,0,5,2,1,8,1,0,0,0,0,1,,1,,1,1,,2,1,1,1,,1,,1,0,2,,,,,,,,2,14,1,,2,,,2,15,1,,2,,1,
"030902088802501","03090202501",3,9,2,8,88,25,1,4,17,1,13,,,,,,,,,,,,13,,,,,,,,,,,,18,40,1,2,17,10,2,"ENJEBARA(KESEBER)",17,10,2,17,,,2,0,0,1,2,8,1,0,0,0,0,2,17,1,,1,1,,2,2,,,18,1,,2,,2,,,,,,,,2,18,2,18,2,,,2,18,2,19,2,18,2,18
"030902088803201","03090203201",3,9,2,8,88,32,1,2,3,1,13,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,,8,25,1,2,8,10,2,"ENJEBARA",20,16,1,8,,,3,0,0,2,2,8,1,0,0,0,0,1,,1,,1,1,,2,2,,,8,1,,1,0,2,,,,,,,,2,8,2,3,2,,,2,8,2,8,2,8,2,20
"030903080100101","03090300101",3,9,3,8,1,1,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,,,2,"enjbara",17,8,1,,,,3,0,0,1,1,0,1,0,0,1,0,1,,2,,,,,,1,1,1,,1,,2,,1,1,2,1,1,1,2,,2,1,2,1,1,25,2500,2,17,1,,2,17,1,
"030904088800702","03090400702",3,9,4,8,88,7,2,4,27,1,13,,,,,,,,,,,,13,,,,,,,,,,,,21,40,3,2,21,15,2,"ENJIBARA",75,42,2,21,,,10,0,0,2,2,21,1,0,0,0,0,2,21,1,,1,1,,2,2,,,21,1,,1,0,2,,,,,,,,2,22,2,21,2,,,2,22,2,23,2,22,2,85
"030905088801102","03090501102",3,9,5,8,88,11,2,3,23,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,3,3,2,23,10,2,"ENJBARA",4,17,1,,,,6,0,0,1,1,0,1,0,0,0,0,1,0,1,,1,1,,2,1,2,,23,1,,1,0,2,,,,,,,,2,23,1,,1,999,1200,2,23,1,,2,41,2,4
"030906020100105","03090600105",3,9,6,2,1,1,5,4,74,1,13,,,,,,,,,,,,13,,,,,,,,,,,,2,15,1,1,,,2,"ENJIBARA",107,59,1,2,,,2,1,1.60000002384186,1,1,2.5,1,1,0,0,0,1,,1,,1,1,,1,1,1,1,,1,,1,0,1,2,1,1,1,1,2,,1,,1,,1,3,350,1,,1,,2,74,2,107
"031001088801106","03100101106",3,10,1,8,88,11,6,2,1,1,13,,,,,,,,,,,,13,,,,,,,,,,,,1,30,1,1,,,1,,,,1,,,,1,3,1,1,1,2,1,0,0,0,0,1,,1,,1,1,,1,2,,,2,1,,1,0,2,,,,,,,,2,2,1,,1,5,2000,2,2,2,2,2,2,2,48
"031002088801601","03100201601",3,10,2,8,88,16,1,3,0,1,13,,,,,,,,,,,,13,,,,,,,,,,,,0,3,2,2,12,15,2,"KEMISE",110,46,1,12,,,,3,0,1,1,15,2,,,,,1,,1,,1,1,,1,1,1,1,,1,,1,0,1,2,1,2,2,2,2,,2,12,2,12,2,,,2,12,2,12,2,12,2,52
