"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs2q01","cs2q02","cs2q03","cs2q04","cs2q05_a","cs2q05_b","cs2q05_oth","cs2q06","cs2q07","cs2q07_oth"
"030414088802101","03041402101",3,4,14,8,88,21,1,4,"**CONFIDENTIAL**",1,55,1,,,55,2,
"030414088802101","03041402101",3,4,14,8,88,21,1,5,"**CONFIDENTIAL**",1,26,6,,,1,6,
"030414088802101","03041402101",3,4,14,8,88,21,1,6,"**CONFIDENTIAL**",1,28,5,,,1,6,
"030416088800204","03041600204",3,4,16,8,88,2,4,1,"**CONFIDENTIAL**",1,31,1,,,31,2,
"030416088800204","03041600204",3,4,16,8,88,2,4,2,"**CONFIDENTIAL**",1,30,8,,,8,1,
"030416088800204","03041600204",3,4,16,8,88,2,4,3,"**CONFIDENTIAL**",1,29,4,,,1,6,
"030416088800204","03041600204",3,4,16,8,88,2,4,4,"**CONFIDENTIAL**",1,37,9,,,37,7,
"030416088800204","03041600204",3,4,16,8,88,2,4,5,"**CONFIDENTIAL**",1,30,6,,,30,6,
"030416088800204","03041600204",3,4,16,8,88,2,4,6,"**CONFIDENTIAL**",2,32,7,,,1,6,
"030416088800204","03041600204",3,4,16,8,88,2,4,7,"**CONFIDENTIAL**",1,75,3,,,75,7,
"030418010100309","03041800309",3,4,18,1,1,3,9,1,"**CONFIDENTIAL**",1,33,2,,,33,5,
"030418010100309","03041800309",3,4,18,1,1,3,9,2,"**CONFIDENTIAL**",2,40,2,,,25,3,
"030418010100309","03041800309",3,4,18,1,1,3,9,3,"**CONFIDENTIAL**",1,27,2,,,27,5,
"030418010100807","03041800807",3,4,18,1,1,8,7,1,"**CONFIDENTIAL**",1,34,2,,,34,5,
"030418010100807","03041800807",3,4,18,1,1,8,7,2,"**CONFIDENTIAL**",1,36,2,,,4,5,
"030418010100807","03041800807",3,4,18,1,1,8,7,3,"**CONFIDENTIAL**",1,28,2,,,0,5,
"030501088801504","03050101504",3,5,1,8,88,15,4,1,"**CONFIDENTIAL**",2,30,1,,,5,6,
"030501088801504","03050101504",3,5,1,8,88,15,4,2,"**CONFIDENTIAL**",1,22,6,,,1,6,
"030501088801504","03050101504",3,5,1,8,88,15,4,3,"**CONFIDENTIAL**",1,25,6,,,1,6,
"030501088801504","03050101504",3,5,1,8,88,15,4,4,"**CONFIDENTIAL**",1,23,6,,,1,6,
"030501088801504","03050101504",3,5,1,8,88,15,4,5,"**CONFIDENTIAL**",1,32,4,,,1,6,
"030501088801504","03050101504",3,5,1,8,88,15,4,6,"**CONFIDENTIAL**",2,28,7,,,4,6,
"030501088801504","03050101504",3,5,1,8,88,15,4,7,"**CONFIDENTIAL**",1,29,10,,,2,5,
"030501088801504","03050101504",3,5,1,8,88,15,4,8,"**CONFIDENTIAL**",1,29,2,,,29,5,
"030501088801504","03050101504",3,5,1,8,88,15,4,9,"**CONFIDENTIAL**",1,32,5,,,5,6,
"030501088801504","03050101504",3,5,1,8,88,15,4,10,"**CONFIDENTIAL**",1,39,3,,,39,2,
"030504088800305","03050400305",3,5,4,8,88,3,5,1,"**CONFIDENTIAL**",1,54,1,1,,54,1,
"030504088800305","03050400305",3,5,4,8,88,3,5,2,"**CONFIDENTIAL**",2,23,1,1,,1,6,
"030504088800305","03050400305",3,5,4,8,88,3,5,3,"**CONFIDENTIAL**",1,26,6,6,,2,6,
"030504088800305","03050400305",3,5,4,8,88,3,5,4,"**CONFIDENTIAL**",1,23,6,6,,1,6,
"030504088800305","03050400305",3,5,4,8,88,3,5,5,"**CONFIDENTIAL**",1,45,3,3,,45,1,
"030507088801204","03050701204",3,5,7,8,88,12,4,1,"**CONFIDENTIAL**",1,36,1,,,4,4,
"030507088801204","03050701204",3,5,7,8,88,12,4,2,"**CONFIDENTIAL**",1,28,4,,,5,6,
"030507088801204","03050701204",3,5,7,8,88,12,4,3,"**CONFIDENTIAL**",1,27,5,,,6,6,
"030507088801204","03050701204",3,5,7,8,88,12,4,4,"**CONFIDENTIAL**",1,24,6,,,2,6,
"030507088801204","03050701204",3,5,7,8,88,12,4,5,"**CONFIDENTIAL**",1,25,1,1,,2,6,
"030507088801204","03050701204",3,5,7,8,88,12,4,6,"**CONFIDENTIAL**",1,47,9,,,47,1,
"030507088801204","03050701204",3,5,7,8,88,12,4,7,"**CONFIDENTIAL**",1,65,3,,,65,1,
"030507088801204","03050701204",3,5,7,8,88,12,4,8,"**CONFIDENTIAL**",2,22,7,,,2,6,
"030507088801204","03050701204",3,5,7,8,88,12,4,9,"**CONFIDENTIAL**",1,61,9,,,61,7,
"030508010100106","03050800106",3,5,8,1,1,1,6,1,"**CONFIDENTIAL**",1,31,1,,,31,5,
"030508010100106","03050800106",3,5,8,1,1,1,6,2,"**CONFIDENTIAL**",1,37,11,,"sera askyage",15,5,
"030508010100106","03050800106",3,5,8,1,1,1,6,3,"**CONFIDENTIAL**",1,24,10,,,1,5,
"030508010100106","03050800106",3,5,8,1,1,1,6,4,"**CONFIDENTIAL**",1,65,3,,,38,2,
"030509020100104","03050900104",3,5,9,2,1,1,4,1,"**CONFIDENTIAL**",1,40,1,,,40,6,
"030509020100104","03050900104",3,5,9,2,1,1,4,2,"**CONFIDENTIAL**",1,29,2,8,,29,4,
"030509020100104","03050900104",3,5,9,2,1,1,4,3,"**CONFIDENTIAL**",1,40,3,,,20,6,
"030509020100104","03050900104",3,5,9,2,1,1,4,4,"**CONFIDENTIAL**",1,35,11,,,12,6,
"030511088800307","03051100307",3,5,11,8,88,3,7,1,"**CONFIDENTIAL**",1,30,11,2,,3,6,
"030511088800307","03051100307",3,5,11,8,88,3,7,2,"**CONFIDENTIAL**",1,45,1,2,,5,4,
"030511088800307","03051100307",3,5,11,8,88,3,7,3,"**CONFIDENTIAL**",1,34,6,,,1,6,
"030511088800307","03051100307",3,5,11,8,88,3,7,4,"**CONFIDENTIAL**",1,46,3,8,,46,4,
"030513088800702","03051300702",3,5,13,8,88,7,2,1,"**CONFIDENTIAL**",2,23,1,1,,1,6,
"030513088800702","03051300702",3,5,13,8,88,7,2,2,"**CONFIDENTIAL**",1,62,3,3,,62,7,
"030513088800702","03051300702",3,5,13,8,88,7,2,3,"**CONFIDENTIAL**",1,22,1,,,1,6,
"030513088800702","03051300702",3,5,13,8,88,7,2,4,"**CONFIDENTIAL**",2,25,7,,,2,6,
"030513088800702","03051300702",3,5,13,8,88,7,2,5,"**CONFIDENTIAL**",1,50,2,,,50,7,
"030513088800702","03051300702",3,5,13,8,88,7,2,6,"**CONFIDENTIAL**",1,22,6,,,1,6,
"030515088800703","03051500703",3,5,15,8,88,7,3,1,"**CONFIDENTIAL**",1,28,1,1,,3,6,
"030515088800703","03051500703",3,5,15,8,88,7,3,2,"**CONFIDENTIAL**",1,22,6,,,2,6,
"030515088800703","03051500703",3,5,15,8,88,7,3,3,"**CONFIDENTIAL**",2,22,7,,,1,6,
"030515088800703","03051500703",3,5,15,8,88,7,3,4,"**CONFIDENTIAL**",1,27,1,,,7,6,
"030515088800703","03051500703",3,5,15,8,88,7,3,5,"**CONFIDENTIAL**",1,53,2,,,53,1,
"030515088800703","03051500703",3,5,15,8,88,7,3,6,"**CONFIDENTIAL**",1,76,3,,,76,1,
"030515088800703","03051500703",3,5,15,8,88,7,3,7,"**CONFIDENTIAL**",1,28,8,,,8,3,
"030515088800703","03051500703",3,5,15,8,88,7,3,8,"**CONFIDENTIAL**",1,28,9,,,28,2,
"030521088800808","03052100808",3,5,21,8,88,8,8,1,"**CONFIDENTIAL**",1,41,1,,,41,2,
"030521088800808","03052100808",3,5,21,8,88,8,8,2,"**CONFIDENTIAL**",2,25,11,,,25,6,
"030521088800808","03052100808",3,5,21,8,88,8,8,3,"**CONFIDENTIAL**",1,39,3,,,39,2,
"030521088800808","03052100808",3,5,21,8,88,8,8,4,"**CONFIDENTIAL**",2,27,2,,,27,6,
"030602088802603","03060202603",3,6,2,8,88,26,3,1,"**CONFIDENTIAL**",1,38,1,,,38,4,
"030602088802603","03060202603",3,6,2,8,88,26,3,2,"**CONFIDENTIAL**",2,26,7,,,7,6,
"030602088802603","03060202603",3,6,2,8,88,26,3,3,"**CONFIDENTIAL**",2,22,11,,,1,6,
"030602088802603","03060202603",3,6,2,8,88,26,3,4,"**CONFIDENTIAL**",1,24,11,,,1,6,
"030602088802603","03060202603",3,6,2,8,88,26,3,5,"**CONFIDENTIAL**",2,21,6,,,1,6,
"030604010100202","03060400202",3,6,4,1,1,2,2,1,"**CONFIDENTIAL**",1,32,1,,,32,4,
"030604010100202","03060400202",3,6,4,1,1,2,2,2,"**CONFIDENTIAL**",1,39,11,,"yedrjit amerar",13,2,
"030604010100202","03060400202",3,6,4,1,1,2,2,3,"**CONFIDENTIAL**",1,40,11,,"yet mart amerar",40,3,
"030604088802001","03060402001",3,6,4,8,88,20,1,1,"**CONFIDENTIAL**",1,48,2,,,9,6,
"030604088802001","03060402001",3,6,4,8,88,20,1,2,"**CONFIDENTIAL**",1,36,6,,,1,6,
"030604088802001","03060402001",3,6,4,8,88,20,1,3,"**CONFIDENTIAL**",2,28,7,,,1,6,
"030606088802103","03060602103",3,6,6,8,88,21,3,1,"**CONFIDENTIAL**",1,38,1,,,28,4,
"030606088802103","03060602103",3,6,6,8,88,21,3,2,"**CONFIDENTIAL**",2,23,6,,,0,6,
"030606088802103","03060602103",3,6,6,8,88,21,3,3,"**CONFIDENTIAL**",1,55,3,,,55,2,
"030606088802103","03060602103",3,6,6,8,88,21,3,4,"**CONFIDENTIAL**",1,26,10,,,0,6,
"030606088802103","03060602103",3,6,6,8,88,21,3,5,"**CONFIDENTIAL**",1,55,3,,,55,1,
"030606088802103","03060602103",3,6,6,8,88,21,3,6,"**CONFIDENTIAL**",2,23,11,,,23,6,
"030609088801807","03060901807",3,6,9,8,88,18,7,1,"**CONFIDENTIAL**",1,39,1,,,38,3,
"030609088801807","03060901807",3,6,9,8,88,18,7,2,"**CONFIDENTIAL**",1,37,8,,,35,4,
"030609088801807","03060901807",3,6,9,8,88,18,7,3,"**CONFIDENTIAL**",1,27,10,,,3,3,
"030609088801807","03060901807",3,6,9,8,88,18,7,4,"**CONFIDENTIAL**",1,26,9,,,26,4,
"030609088801807","03060901807",3,6,9,8,88,18,7,5,"**CONFIDENTIAL**",1,52,3,,,52,2,
"030611088802207","03061102207",3,6,11,8,88,22,7,1,"**CONFIDENTIAL**",1,38,1,,,38,1,
"030611088802207","03061102207",3,6,11,8,88,22,7,2,"**CONFIDENTIAL**",1,25,11,,,25,6,
"030611088802207","03061102207",3,6,11,8,88,22,7,3,"**CONFIDENTIAL**",1,22,6,,,22,6,
"030611088802207","03061102207",3,6,11,8,88,22,7,4,"**CONFIDENTIAL**",1,25,6,,,0,6,
"030611088802207","03061102207",3,6,11,8,88,22,7,5,"**CONFIDENTIAL**",2,20,7,,,1,6,
"030614010100105","03061400105",3,6,14,1,1,1,5,1,"**CONFIDENTIAL**",1,38,1,,,9,2,
"030614010100105","03061400105",3,6,14,1,1,1,5,2,"**CONFIDENTIAL**",1,55,3,,,24,5,
"030614010100105","03061400105",3,6,14,1,1,1,5,3,"**CONFIDENTIAL**",2,37,4,,,7,6,
"030614010100105","03061400105",3,6,14,1,1,1,5,4,"**CONFIDENTIAL**",1,28,10,,,4,6,
"030616088801207","03061601207",3,6,16,8,88,12,7,1,"**CONFIDENTIAL**",1,28,1,,,2,6,
"030616088801207","03061601207",3,6,16,8,88,12,7,2,"**CONFIDENTIAL**",2,25,10,,,3,6,
"030616088801207","03061601207",3,6,16,8,88,12,7,3,"**CONFIDENTIAL**",2,26,7,,,7,6,
"030616088801207","03061601207",3,6,16,8,88,12,7,4,"**CONFIDENTIAL**",1,24,6,,,1,6,
"030616088801207","03061601207",3,6,16,8,88,12,7,5,"**CONFIDENTIAL**",1,27,11,,,1,6,
"030701088801406","03070101406",3,7,1,8,88,14,6,1,"**CONFIDENTIAL**",1,43,1,,,43,2,
"030701088801406","03070101406",3,7,1,8,88,14,6,2,"**CONFIDENTIAL**",1,24,6,,,1,6,
"030701088801406","03070101406",3,7,1,8,88,14,6,3,"**CONFIDENTIAL**",1,25,2,,,3,6,
"030703088800105","03070300105",3,7,3,8,88,1,5,1,"**CONFIDENTIAL**",1,60,1,,,60,7,
"030703088800105","03070300105",3,7,3,8,88,1,5,2,"**CONFIDENTIAL**",1,32,7,,,5,6,
"030703088800105","03070300105",3,7,3,8,88,1,5,3,"**CONFIDENTIAL**",1,30,6,,,2,6,
"030704088801302","03070401302",3,7,4,8,88,13,2,1,"**CONFIDENTIAL**",1,28,1,2,,28,4,
"030704088801302","03070401302",3,7,4,8,88,13,2,2,"**CONFIDENTIAL**",2,27,6,,,2,6,
"030704088801302","03070401302",3,7,4,8,88,13,2,3,"**CONFIDENTIAL**",1,32,2,,,32,3,
"030704088801302","03070401302",3,7,4,8,88,13,2,4,"**CONFIDENTIAL**",2,33,11,,,0,6,
"030705010100105","03070500105",3,7,5,1,1,1,5,1,"**CONFIDENTIAL**",1,60,1,,,20,7,
"030705010100105","03070500105",3,7,5,1,1,1,5,2,"**CONFIDENTIAL**",1,48,8,,,24,2,
"030705010100105","03070500105",3,7,5,1,1,1,5,3,"**CONFIDENTIAL**",1,25,2,,,4,5,
"030705088802405","03070502405",3,7,5,8,88,24,5,1,"**CONFIDENTIAL**",2,27,7,,,10,5,
"030705088802405","03070502405",3,7,5,8,88,24,5,2,"**CONFIDENTIAL**",2,33,7,,,10,5,
"030705088802405","03070502405",3,7,5,8,88,24,5,3,"**CONFIDENTIAL**",1,28,6,,,1,6,
"030708020100211","03070800211",3,7,8,2,1,2,11,1,"**CONFIDENTIAL**",1,50,1,,,50,4,
"030708020100211","03070800211",3,7,8,2,1,2,11,2,"**CONFIDENTIAL**",2,37,2,,,23,3,
"030708020100211","03070800211",3,7,8,2,1,2,11,3,"**CONFIDENTIAL**",2,25,11,,"merger bet",25,5,
"030708088801402","03070801402",3,7,8,8,88,14,2,1,"**CONFIDENTIAL**",1,45,11,,,18,3,
"030708088801402","03070801402",3,7,8,8,88,14,2,2,"**CONFIDENTIAL**",1,35,1,,,10,2,
"030708088801402","03070801402",3,7,8,8,88,14,2,3,"**CONFIDENTIAL**",1,40,1,,,10,7,
"030710088801703","03071001703",3,7,10,8,88,17,3,1,"**CONFIDENTIAL**",1,38,1,,,38,4,
"030710088801703","03071001703",3,7,10,8,88,17,3,2,"**CONFIDENTIAL**",1,21,6,,,1,5,
"030710088801703","03071001703",3,7,10,8,88,17,3,3,"**CONFIDENTIAL**",2,26,1,,,8,5,
"030713088801304","03071301304",3,7,13,8,88,13,4,1,"**CONFIDENTIAL**",1,35,1,,,35,4,
"030713088801304","03071301304",3,7,13,8,88,13,4,2,"**CONFIDENTIAL**",2,23,6,,,0,6,
"030713088801304","03071301304",3,7,13,8,88,13,4,3,"**CONFIDENTIAL**",1,53,3,,,53,1,
"030802088801503","03080201503",3,8,2,8,88,15,3,1,"**CONFIDENTIAL**",1,27,6,,,2,6,
"030802088801503","03080201503",3,8,2,8,88,15,3,2,"**CONFIDENTIAL**",1,40,1,,,31,5,
"030802088801503","03080201503",3,8,2,8,88,15,3,3,"**CONFIDENTIAL**",1,35,9,,,35,5,
"030802088801503","03080201503",3,8,2,8,88,15,3,4,"**CONFIDENTIAL**",1,26,2,,,8,1,
"030802088801503","03080201503",3,8,2,8,88,15,3,5,"**CONFIDENTIAL**",1,58,3,,,31,2,
"030802088801503","03080201503",3,8,2,8,88,15,3,6,"**CONFIDENTIAL**",1,32,2,,,32,2,
"030803010100107","03080300107",3,8,3,1,1,1,7,1,"**CONFIDENTIAL**",1,50,3,,,25,5,
"030803010100107","03080300107",3,8,3,1,1,1,7,2,"**CONFIDENTIAL**",1,40,3,,,40,1,
"030803010100107","03080300107",3,8,3,1,1,1,7,3,"**CONFIDENTIAL**",1,41,9,,,41,3,
"030803010100107","03080300107",3,8,3,1,1,1,7,4,"**CONFIDENTIAL**",1,56,3,,,25,3,
"030803010100107","03080300107",3,8,3,1,1,1,7,5,"**CONFIDENTIAL**",2,38,8,,,38,7,
"030803010100107","03080300107",3,8,3,1,1,1,7,6,"**CONFIDENTIAL**",1,52,1,,,52,4,
"030803010100107","03080300107",3,8,3,1,1,1,7,7,"**CONFIDENTIAL**",2,40,2,,,21,4,
"030803010100107","03080300107",3,8,3,1,1,1,7,8,"**CONFIDENTIAL**",1,38,6,,,38,6,
"030803010100107","03080300107",3,8,3,1,1,1,7,9,"**CONFIDENTIAL**",1,57,8,,,57,5,
"030803010100107","03080300107",3,8,3,1,1,1,7,10,"**CONFIDENTIAL**",1,35,1,,,5,5,
"030803088800603","03080300603",3,8,3,8,88,6,3,1,"**CONFIDENTIAL**",1,39,1,,,39,2,
"030803088800603","03080300603",3,8,3,8,88,6,3,2,"**CONFIDENTIAL**",1,37,2,,,11,5,
"030803088800603","03080300603",3,8,3,8,88,6,3,3,"**CONFIDENTIAL**",1,61,3,,,61,3,
"030803088800603","03080300603",3,8,3,8,88,6,3,4,"**CONFIDENTIAL**",1,28,4,,,1,6,
"030803088800603","03080300603",3,8,3,8,88,6,3,5,"**CONFIDENTIAL**",1,25,5,,,2,6,
"030803088800603","03080300603",3,8,3,8,88,6,3,6,"**CONFIDENTIAL**",1,25,6,,,1,6,
"030803088800603","03080300603",3,8,3,8,88,6,3,7,"**CONFIDENTIAL**",2,30,7,,,1,6,
"030803088800603","03080300603",3,8,3,8,88,6,3,8,"**CONFIDENTIAL**",1,28,8,,,3,5,
"030803088800603","03080300603",3,8,3,8,88,6,3,9,"**CONFIDENTIAL**",1,32,9,,,32,7,
"030803088800603","03080300603",3,8,3,8,88,6,3,10,"**CONFIDENTIAL**",1,27,1,,,13,5,
"030804088800503","03080400503",3,8,4,8,88,5,3,1,"**CONFIDENTIAL**",2,22,6,,,1,6,
"030804088800503","03080400503",3,8,4,8,88,5,3,2,"**CONFIDENTIAL**",1,46,1,,,46,2,
"030804088800503","03080400503",3,8,4,8,88,5,3,3,"**CONFIDENTIAL**",1,68,3,,,68,1,
"030804088800503","03080400503",3,8,4,8,88,5,3,4,"**CONFIDENTIAL**",1,28,8,,,28,2,
"030804088800503","03080400503",3,8,4,8,88,5,3,5,"**CONFIDENTIAL**",1,28,4,,,1,6,
"030804088800503","03080400503",3,8,4,8,88,5,3,6,"**CONFIDENTIAL**",1,26,5,,,2,6,
"030804088800503","03080400503",3,8,4,8,88,5,3,7,"**CONFIDENTIAL**",2,22,7,,,2,4,
"030804088800503","03080400503",3,8,4,8,88,5,3,8,"**CONFIDENTIAL**",1,32,9,,,32,2,
"030901088801202","03090101202",3,9,1,8,88,12,2,1,"**CONFIDENTIAL**",1,48,1,,,48,7,
"030901088801202","03090101202",3,9,1,8,88,12,2,2,"**CONFIDENTIAL**",1,44,3,,,44,1,
"030901088801202","03090101202",3,9,1,8,88,12,2,3,"**CONFIDENTIAL**",1,28,6,,,1,6,
"030901088801202","03090101202",3,9,1,8,88,12,2,4,"**CONFIDENTIAL**",2,23,7,,,3,6,
"030901088801202","03090101202",3,9,1,8,88,12,2,5,"**CONFIDENTIAL**",1,46,2,,,46,7,
"030901088801202","03090101202",3,9,1,8,88,12,2,6,"**CONFIDENTIAL**",1,28,11,,,0,6,
"030902088802501","03090202501",3,9,2,8,88,25,1,1,"**CONFIDENTIAL**",1,24,2,2,,1,6,
"030902088802501","03090202501",3,9,2,8,88,25,1,2,"**CONFIDENTIAL**",2,24,7,7,,3,6,
"030902088802501","03090202501",3,9,2,8,88,25,1,3,"**CONFIDENTIAL**",1,26,6,6,,2,6,
"030902088802501","03090202501",3,9,2,8,88,25,1,4,"**CONFIDENTIAL**",1,30,4,4,,3,6,
"030902088803201","03090203201",3,9,2,8,88,32,1,1,"**CONFIDENTIAL**",2,22,6,,,0,6,
"030902088803201","03090203201",3,9,2,8,88,32,1,2,"**CONFIDENTIAL**",2,23,7,,,8,5,
"030902088803201","03090203201",3,9,2,8,88,32,1,3,"**CONFIDENTIAL**",2,48,2,,,48,1,
"030903080100101","03090300101",3,9,3,8,1,1,1,1,"**CONFIDENTIAL**",1,45,1,,,25,4,
"030903080100101","03090300101",3,9,3,8,1,1,1,2,"**CONFIDENTIAL**",1,35,11,,"mektel Wana astedadri",18,5,
"030903080100101","03090300101",3,9,3,8,1,1,1,3,"**CONFIDENTIAL**",1,26,2,,,15,4,
"030904088800702","03090400702",3,9,4,8,88,7,2,1,"**CONFIDENTIAL**",1,45,1,,,45,2,
"030904088800702","03090400702",3,9,4,8,88,7,2,2,"**CONFIDENTIAL**",1,20,6,,,17,5,
"030904088800702","03090400702",3,9,4,8,88,7,2,3,"**CONFIDENTIAL**",1,42,3,,,42,2,
"030904088800702","03090400702",3,9,4,8,88,7,2,4,"**CONFIDENTIAL**",1,51,3,,,51,1,
"030904088800702","03090400702",3,9,4,8,88,7,2,5,"**CONFIDENTIAL**",1,35,11,,,35,1,
"030905088801102","03090501102",3,9,5,8,88,11,2,1,"**CONFIDENTIAL**",1,29,6,,,4,6,
"030905088801102","03090501102",3,9,5,8,88,11,2,2,"**CONFIDENTIAL**",1,24,7,,,1,6,
"030905088801102","03090501102",3,9,5,8,88,11,2,3,"**CONFIDENTIAL**",1,40,1,,,40,3,
"030905088801102","03090501102",3,9,5,8,88,11,2,4,"**CONFIDENTIAL**",1,30,11,,,8,6,
"030905088801102","03090501102",3,9,5,8,88,11,2,5,"**CONFIDENTIAL**",1,26,11,,,2,6,
"030906020100105","03090600105",3,9,6,2,1,1,5,1,"**CONFIDENTIAL**",1,28,1,11,,3,6,
"030906020100105","03090600105",3,9,6,2,1,1,5,2,"**CONFIDENTIAL**",1,32,1,,,1,6,
"030906020100105","03090600105",3,9,6,2,1,1,5,3,"**CONFIDENTIAL**",1,24,5,,,1,6,
"030906020100105","03090600105",3,9,6,2,1,1,5,4,"**CONFIDENTIAL**",1,27,7,,,5,6,
"030906020100105","03090600105",3,9,6,2,1,1,5,5,"**CONFIDENTIAL**",1,32,11,,,0,6,
"031001088801106","03100101106",3,10,1,8,88,11,6,1,"**CONFIDENTIAL**",1,25,1,,,25,6,
"031001088801106","03100101106",3,10,1,8,88,11,6,2,"**CONFIDENTIAL**",1,30,4,,,10,6,
"031001088801106","03100101106",3,10,1,8,88,11,6,3,"**CONFIDENTIAL**",1,24,10,,,24,4,
"031001088801106","03100101106",3,10,1,8,88,11,6,4,"**CONFIDENTIAL**",2,24,7,,,3,6,
"031001088801106","03100101106",3,10,1,8,88,11,6,5,"**CONFIDENTIAL**",2,20,2,,,20,6,
"031002088801601","03100201601",3,10,2,8,88,16,1,1,"**CONFIDENTIAL**",1,42,1,,,42,7,
"031002088801601","03100201601",3,10,2,8,88,16,1,2,"**CONFIDENTIAL**",1,28,7,,,4,6,
"031002088801601","03100201601",3,10,2,8,88,16,1,3,"**CONFIDENTIAL**",1,28,4,,,3,6,
"031002088801601","03100201601",3,10,2,8,88,16,1,4,"**CONFIDENTIAL**",1,33,5,,,1,6,
"031002088801601","03100201601",3,10,2,8,88,16,1,5,"**CONFIDENTIAL**",1,25,6,,,2,6,
"031002088801601","03100201601",3,10,2,8,88,16,1,6,"**CONFIDENTIAL**",1,24,1,,,1,5,
"031004010100103","03100400103",3,10,4,1,1,1,3,1,"**CONFIDENTIAL**",1,50,1,,,50,5,
"031004010100103","03100400103",3,10,4,1,1,1,3,2,"**CONFIDENTIAL**",2,28,1,,,5,6,
"031004010100103","03100400103",3,10,4,1,1,1,3,3,"**CONFIDENTIAL**",2,25,1,,,3,5,
"031004010100103","03100400103",3,10,4,1,1,1,3,4,"**CONFIDENTIAL**",1,45,1,1,,45,2,
"031004088800408","03100400408",3,10,4,8,88,4,8,1,"**CONFIDENTIAL**",1,28,4,,,1,6,
"031004088800408","03100400408",3,10,4,8,88,4,8,2,"**CONFIDENTIAL**",1,24,11,,,1,6,
"031004088800408","03100400408",3,10,4,8,88,4,8,3,"**CONFIDENTIAL**",1,32,7,,,5,6,
"031004088800408","03100400408",3,10,4,8,88,4,8,4,"**CONFIDENTIAL**",1,25,6,,,2,6,
"031004088800408","03100400408",3,10,4,8,88,4,8,5,"**CONFIDENTIAL**",1,38,1,,,30,2,
"031004088800408","03100400408",3,10,4,8,88,4,8,6,"**CONFIDENTIAL**",1,29,4,,,2,6,
"031004088800408","03100400408",3,10,4,8,88,4,8,7,"**CONFIDENTIAL**",1,65,3,,,30,1,
"031004088800408","03100400408",3,10,4,8,88,4,8,8,"**CONFIDENTIAL**",1,40,3,,,40,2,
"031101010100318","03110100318",3,11,1,1,1,3,18,1,"**CONFIDENTIAL**",1,32,1,,,7,5,
"031101010100318","03110100318",3,11,1,1,1,3,18,2,"**CONFIDENTIAL**",2,31,6,,,4,5,
"031101010100318","03110100318",3,11,1,1,1,3,18,3,"**CONFIDENTIAL**",2,36,4,,,5,5,
"031101010100719","03110100719",3,11,1,1,1,7,19,1,"**CONFIDENTIAL**",1,35,11,,"miktl astedadar",2,5,
"031101010100719","03110100719",3,11,1,1,1,7,19,2,"**CONFIDENTIAL**",1,38,11,,"sira askizaj",1,5,
"031101010101201","03110101201",3,11,1,1,1,12,1,1,"**CONFIDENTIAL**",1,30,1,,,4,5,
"031101010101201","03110101201",3,11,1,1,1,12,1,2,"**CONFIDENTIAL**",2,48,3,,,48,1,
"031101010101201","03110101201",3,11,1,1,1,12,1,3,"**CONFIDENTIAL**",1,28,2,,,1,5,
"031201088800101","03120100101",3,12,1,8,88,1,1,1,"**CONFIDENTIAL**",1,56,1,,,56,7,
"031201088800101","03120100101",3,12,1,8,88,1,1,2,"**CONFIDENTIAL**",1,24,2,,,24,3,
"031201088800101","03120100101",3,12,1,8,88,1,1,3,"**CONFIDENTIAL**",2,23,7,,,1,6,
"031201088800101","03120100101",3,12,1,8,88,1,1,4,"**CONFIDENTIAL**",1,25,6,,,1,6,
"031201088800101","03120100101",3,12,1,8,88,1,1,5,"**CONFIDENTIAL**",1,24,5,,,2,5,
"031201088800101","03120100101",3,12,1,8,88,1,1,6,"**CONFIDENTIAL**",1,27,4,,,2,6,
"031201088800101","03120100101",3,12,1,8,88,1,1,7,"**CONFIDENTIAL**",1,26,1,,,1,5,
"031201088800101","03120100101",3,12,1,8,88,1,1,8,"**CONFIDENTIAL**",1,69,3,,,60,1,
"031201088800303","03120100303",3,12,1,8,88,3,3,1,"**CONFIDENTIAL**",1,50,1,,,50,1,
"031201088800303","03120100303",3,12,1,8,88,3,3,2,"**CONFIDENTIAL**",1,28,4,,,2,6,
"031201088800303","03120100303",3,12,1,8,88,3,3,3,"**CONFIDENTIAL**",1,26,10,,,2,6,
"031201088800303","03120100303",3,12,1,8,88,3,3,4,"**CONFIDENTIAL**",2,19,6,,,19,6,
"031201088800303","03120100303",3,12,1,8,88,3,3,5,"**CONFIDENTIAL**",1,29,2,,,29,1,
"031201088800303","03120100303",3,12,1,8,88,3,3,6,"**CONFIDENTIAL**",2,26,7,,,4,6,
"031201088800504","03120100504",3,12,1,8,88,5,4,1,"**CONFIDENTIAL**",1,42,1,,,42,3,
"031201088800504","03120100504",3,12,1,8,88,5,4,2,"**CONFIDENTIAL**",1,27,6,,,7,6,
"031201088800504","03120100504",3,12,1,8,88,5,4,3,"**CONFIDENTIAL**",1,45,3,,,45,7,
"031201088800504","03120100504",3,12,1,8,88,5,4,4,"**CONFIDENTIAL**",1,38,9,,,38,7,
"031201088800504","03120100504",3,12,1,8,88,5,4,5,"**CONFIDENTIAL**",1,29,10,,,4,5,
"031201088800504","03120100504",3,12,1,8,88,5,4,6,"**CONFIDENTIAL**",1,29,7,,,2,6,
