,household_id2_int64,random_data_split_group,poor_npl1
930,30207010100110113,train,0.0
931,30207010100110124,test,0.0
932,30207010100110135,train,0.0
933,30207010100110146,train,0.0
934,30207010100110157,test,1.0
935,30207088803703003,test,0.0
936,30207088803703008,test,0.0
937,30207088803703019,train,1.0
938,30207088803703035,train,0.0
939,30207088803703051,train,0.0
940,30207088803703066,train,0.0
941,30207088803703081,test,0.0
942,30207088803703096,train,0.0
943,30207088803703111,train,0.0
944,30207088803703126,train,0.0
945,30207088803703141,test,0.0
946,30209010100104006,train,0.0
947,30209010100104020,train,0.0
948,30209010100104034,train,0.0
949,30209010100104048,test,0.0
950,30209010100104062,test,1.0
951,30209010100104076,train,0.0
952,30209010100104090,train,0.0
953,30209010100104132,train,0.0
954,30209010100104146,test,0.0
955,30209088800708006,train,1.0
956,30209088800708018,train,0.0
957,30209088800708024,train,0.0
958,30209088800708042,train,0.0
959,30209088800708060,test,0.0
960,30209088800708066,test,0.0
961,30209088800708079,train,0.0
962,30209088800708097,test,1.0
963,30209088800708115,train,0.0
964,30209088800708133,train,1.0
965,30209088800708151,train,1.0
966,30209088800708169,test,1.0
967,30301088800204001,train,0.0
968,30301088800204002,train,0.0
969,30301088800204010,train,1.0
970,30301088800204021,train,0.0
971,30301088800204030,test,0.0
972,30301088800204040,train,0.0
973,30301088800204049,train,1.0
974,30301088800204058,train,0.0
975,30301088800204067,train,0.0
976,30301088800204076,test,1.0
977,30301088800204085,test,0.0
978,30302010100108012,train,0.0
979,30302010100108025,train,0.0
980,30302010100108038,test,0.0
981,30302010100108051,test,0.0
982,30302010100108064,train,0.0
983,30302010100108077,train,0.0
984,30302010100108090,test,0.0
985,30302010100108103,train,0.0
986,30302010100108129,train,0.0
987,30302010100108142,train,0.0
988,30302010100108155,train,0.0
989,30302088802104009,train,1.0
990,30302088802104016,train,0.0
991,30302088802104032,train,0.0
992,30302088802104047,train,0.0
993,30302088802104063,test,0.0
994,30302088802104078,train,1.0
995,30302088802104093,test,1.0
996,30302088802104108,train,0.0
997,30302088802104114,train,0.0
998,30302088802104127,test,0.0
999,30302088802104143,train,0.0
1000,30302088802104162,test,0.0
1001,30303088802404006,train,1.0
1002,30303088802404022,train,1.0
1003,30303088802404037,test,0.0
1004,30303088802404054,train,1.0
1005,30303088802404069,train,0.0
1006,30303088802404085,train,0.0
1007,30303088802404095,test,0.0
1008,30303088802404105,test,1.0
1009,30303088802404121,train,1.0
1010,30303088802404138,train,1.0
1011,30303088802404153,train,1.0
1012,30303088802404171,test,1.0
1013,30304088800906010,train,0.0
1014,30304088800906012,train,0.0
1015,30304088800906051,train,0.0
1016,30304088800906059,test,1.0
1017,30304088800906077,train,1.0
1018,30304088800906098,test,0.0
1019,30304088800906110,train,0.0
1020,30304088800906122,train,1.0
1021,30304088800906134,train,0.0
1022,30304088800906149,train,0.0
1023,30304088800906161,test,1.0
1024,30304088800906174,test,0.0
1025,30305088801101002,test,1.0
1026,30305088801101023,train,1.0
1027,30305088801101044,train,0.0
1028,30305088801101051,train,1.0
1029,30305088801101065,train,1.0
1030,30305088801101072,test,0.0
1031,30305088801101081,test,1.0
1032,30305088801101087,train,1.0
1033,30305088801101108,train,1.0
1034,30305088801101123,train,0.0
1035,30305088801101130,train,1.0
1036,30305088801101193,test,1.0
1037,30307088801002003,train,0.0
1038,30307088801002022,test,1.0
1039,30307088801002040,train,0.0
1040,30307088801002043,train,1.0
1041,30307088801002062,train,1.0
1042,30307088801002081,test,0.0
1043,30307088801002100,train,0.0
1044,30307088801002101,train,0.0
1045,30307088801002120,train,0.0
1046,30307088801002138,test,0.0
1047,30307088801002156,train,1.0
1048,30307088801002174,test,1.0
1049,30308088801617003,test,0.0
1050,30308088801617018,train,0.0
1051,30308088801617033,train,0.0
1052,30308088801617047,train,0.0
1053,30308088801617056,train,1.0
1054,30308088801617061,test,0.0
1055,30308088801617076,train,0.0
1056,30308088801617088,test,0.0
1057,30308088801617115,train,0.0
1058,30308088801617127,train,0.0
1059,30308088801617151,train,0.0
1060,30309010100308014,train,0.0
1061,30309010100308022,test,0.0
1062,30309010100308030,train,0.0
1063,30309010100308038,test,0.0
1064,30309010100308046,train,0.0
1065,30309010100308054,train,0.0
1066,30309010100308062,train,0.0
1067,30309010100308070,train,0.0
1068,30309010100308078,test,0.0
1069,30309010100308086,train,0.0
1070,30309010100308094,train,0.0
1071,30309010100308102,test,0.0
1072,30309010100308110,train,0.0
1073,30309010100308118,train,0.0
1074,30310088801701004,train,1.0
1075,30310088801701022,test,0.0
1076,30310088801701040,train,0.0
1077,30310088801701045,test,1.0
1078,30310088801701062,train,1.0
1079,30310088801701081,train,0.0
1080,30310088801701099,test,0.0
1081,30310088801701100,train,0.0
1082,30310088801701118,test,0.0
1083,30310088801701139,train,1.0
1084,30310088801701157,train,0.0
1085,30310088801701176,train,0.0
1086,30403088801401004,train,0.0
1087,30403088801401014,train,0.0
1088,30403088801401019,test,0.0
1089,30403088801401027,train,1.0
1090,30403088801401035,train,1.0
1091,30403088801401050,train,1.0
1092,30403088801401065,train,1.0
1093,30403088801401080,train,0.0
1094,30403088801401095,test,0.0
1095,30403088801401110,train,0.0
1096,30403088801401125,test,1.0
1097,30403088801401140,test,1.0
1098,30406088800801004,test,0.0
1099,30406088800801016,train,0.0
1100,30406088800801028,train,0.0
1101,30406088800801041,train,0.0
1102,30406088800801053,test,0.0
1103,30406088800801065,train,0.0
1104,30406088800801079,test,0.0
1105,30406088800801090,train,0.0
1106,30406088800801092,train,0.0
1107,30406088800801104,train,1.0
1108,30406088800801118,train,0.0
1109,30409088801203004,train,1.0
1110,30409088801203016,train,0.0
1111,30409088801203028,train,0.0
1112,30409088801203040,test,0.0
1113,30409088801203052,test,0.0
1114,30409088801203065,train,0.0
1115,30409088801203077,train,0.0
1116,30409088801203090,test,0.0
1117,30409088801203102,train,0.0
1118,30409088801203116,test,0.0
1119,30409088801203134,train,0.0
1120,30409088801203150,train,0.0
1121,30411088800903003,test,0.0
1122,30411088800903015,train,0.0
1123,30411088800903042,train,0.0
1124,30411088800903055,train,0.0
1125,30411088800903068,test,0.0
1126,30411088800903081,train,0.0
1127,30411088800903095,test,0.0
1128,30411088800903118,train,0.0
1129,30411088800903121,train,0.0
1130,30411088800903137,train,0.0
1131,30411088800903160,train,1.0
1132,30412010100105014,train,0.0
1133,30412010100105028,train,0.0
1134,30412010100105042,test,0.0
1135,30412010100105056,train,0.0
1136,30412010100105084,test,0.0
1137,30412010100105098,train,0.0
1138,30412010100105112,test,0.0
1139,30412010100105126,test,0.0
1140,30414088802101006,test,0.0
1141,30414088802101025,train,0.0
1142,30414088802101043,test,1.0
1143,30414088802101062,train,0.0
1144,30414088802101080,train,1.0
1145,30414088802101089,train,0.0
1146,30414088802101102,test,0.0
1147,30414088802101124,train,0.0
1148,30414088802101147,train,0.0
1149,30414088802101167,train,0.0
1150,30414088802101187,test,0.0
1151,30416088800204003,train,1.0
1152,30416088800204014,train,1.0
1153,30416088800204025,test,1.0
1154,30416088800204044,test,0.0
1155,30416088800204062,test,1.0
1156,30416088800204080,train,1.0
1157,30416088800204097,train,1.0
1158,30416088800204100,test,1.0
1159,30416088800204119,train,1.0
1160,30416088800204137,train,1.0
1161,30416088800204156,train,1.0
1162,30416088800204175,train,1.0
1163,30418010100309003,test,0.0
1164,30418010100309009,test,0.0
1165,30418010100309015,train,0.0
1166,30418010100309021,train,0.0
1167,30418010100309027,train,0.0
1168,30418010100309033,train,0.0
1169,30418010100309045,train,1.0
1170,30418010100309051,train,0.0
1171,30418010100309057,test,0.0
1172,30418010100309063,train,0.0
1173,30418010100309069,train,0.0
1174,30418010100309075,test,0.0
1175,30418010100309081,train,0.0
1176,30418010100309087,train,0.0
1177,30418010100807009,test,0.0
1178,30418010100807042,train,0.0
1179,30418010100807053,train,0.0
1180,30418010100807086,train,0.0
1181,30418010100807097,test,0.0
1182,30418010100807108,train,0.0
1183,30418010100807119,test,0.0
1184,30418010100807130,train,0.0
1185,30418010100807152,train,0.0
1186,30418010100807163,train,0.0
1187,30501088801504004,train,0.0
1188,30501088801504012,test,1.0
1189,30501088801504026,train,0.0
1190,30501088801504047,test,0.0
1191,30501088801504069,train,0.0
1192,30501088801504090,train,0.0
1193,30501088801504111,train,0.0
1194,30501088801504132,test,0.0
1195,30501088801504153,train,1.0
1196,30501088801504159,train,1.0
1197,30501088801504175,train,1.0
1198,30501088801504196,test,1.0
1199,30504088800305002,train,0.0
1200,30504088800305015,train,0.0
1201,30504088800305021,test,0.0
1202,30504088800305036,test,0.0
1203,30504088800305051,train,0.0
1204,30504088800305066,train,0.0
1205,30504088800305081,test,0.0
1206,30504088800305111,train,0.0
1207,30504088800305126,train,0.0
1208,30504088800305141,train,0.0
1209,30504088800305170,train,0.0
1210,30507088801204006,train,0.0
1211,30507088801204018,train,0.0
1212,30507088801204024,test,0.0
1213,30507088801204042,train,0.0
1214,30507088801204043,train,1.0
1215,30507088801204079,train,0.0
1216,30507088801204097,train,0.0
1217,30507088801204115,test,1.0
1218,30507088801204133,train,1.0
1219,30507088801204151,test,0.0
1220,30508010100106013,train,0.0
1221,30508010100106022,test,0.0
1222,30508010100106031,train,0.0
1223,30508010100106040,test,0.0
1224,30508010100106049,train,0.0
1225,30508010100106058,train,0.0
1226,30508010100106067,train,0.0
1227,30508010100106076,train,0.0
1228,30508010100106085,test,0.0
1229,30508010100106094,train,0.0
1230,30508010100106103,train,0.0
1231,30508010100106112,test,0.0
1232,30508010100106121,train,0.0
1233,30508010100106130,train,0.0
1234,30509020100104011,test,0.0
1235,30509020100104027,train,0.0
1236,30509020100104043,train,0.0
1237,30509020100104059,train,0.0
1238,30509020100104075,test,0.0
1239,30509020100104091,test,0.0
1240,30509020100104107,test,0.0
1241,30509020100104123,train,0.0
1242,30509020100104155,train,0.0
1243,30509020100104171,train,0.0
1244,30509020100104187,test,0.0
1245,30511088800307001,test,0.0
1246,30511088800307021,train,0.0
1247,30511088800307040,train,0.0
1248,30511088800307063,train,0.0
1249,30511088800307082,train,1.0
1250,30511088800307102,test,0.0
1251,30511088800307108,train,0.0
1252,30511088800307126,test,0.0
1253,30511088800307144,train,0.0
1254,30511088800307166,train,0.0
1255,30511088800307184,train,0.0
1256,30513088800702003,train,0.0
1257,30513088800702017,train,0.0
1258,30513088800702024,test,0.0
1259,30513088800702038,test,0.0
1260,30513088800702045,train,0.0
1261,30513088800702066,train,0.0
1262,30513088800702087,test,0.0
1263,30513088800702108,train,0.0
1264,30513088800702129,train,0.0
1265,30513088800702150,train,0.0
1266,30513088800702171,test,1.0
1267,30513088800702192,train,0.0
1268,30515088800703020,test,0.0
1269,30515088800703038,train,0.0
1270,30515088800703056,train,0.0
1271,30515088800703072,train,0.0
1272,30515088800703100,test,0.0
1273,30515088800703118,train,0.0
1274,30515088800703136,train,0.0
1275,30515088800703154,train,0.0
1276,30515088800703172,test,0.0
1277,30521088800808003,train,1.0
1278,30521088800808020,train,0.0
1279,30521088800808035,train,0.0
1280,30521088800808048,test,0.0
1281,30521088800808053,test,0.0
1282,30521088800808069,train,0.0
1283,30521088800808085,train,0.0
1284,30521088800808100,test,0.0
1285,30521088800808109,train,0.0
1286,30521088800808117,test,0.0
1287,30521088800808133,train,1.0
1288,30521088800808149,train,0.0
1289,30602088802603002,train,1.0
1290,30602088802603012,train,1.0
1291,30602088802603017,test,1.0
1292,30602088802603031,test,0.0
1293,30602088802603033,train,0.0
1294,30602088802603048,train,1.0
1295,30602088802603063,train,0.0
1296,30602088802603078,train,1.0
1297,30602088802603093,train,1.0
1298,30602088802603108,test,1.0
1299,30602088802603123,train,0.0
1300,30602088802603138,test,0.0
1301,30604010100202013,test,0.0
1302,30604010100202035,test,0.0
1303,30604010100202057,train,0.0
1304,30604010100202079,train,0.0
1305,30604010100202101,train,0.0
1306,30604010100202123,train,1.0
1307,30604010100202145,train,0.0
1308,30604010100202167,train,0.0
1309,30604010100202189,test,0.0
1310,30604010100202211,train,0.0
1311,30604010100202255,train,0.0
1312,30604010100202277,test,0.0
1313,30604010100202299,train,0.0
1314,30604010100202321,train,0.0
1315,30604088802001001,train,0.0
1316,30604088802001013,train,0.0
1317,30604088802001019,test,0.0
1318,30604088802001031,train,0.0
1319,30604088802001037,train,0.0
1320,30604088802001055,test,1.0
1321,30604088802001073,train,1.0
1322,30604088802001091,train,1.0
1323,30604088802001109,train,0.0
1324,30604088802001127,test,0.0
1325,30604088802001145,train,1.0
1326,30604088802001163,test,1.0
1327,30606088802103004,train,0.0
1328,30606088802103022,train,0.0
1329,30606088802103036,test,0.0
1330,30606088802103041,test,0.0
1331,30606088802103059,train,0.0
1332,30606088802103077,train,0.0
1333,30606088802103097,test,0.0
1334,30606088802103104,test,1.0
1335,30606088802103117,train,0.0
1336,30606088802103135,train,0.0
1337,30606088802103154,train,0.0
1338,30606088802103172,train,0.0
1339,30609088801807004,test,1.0
1340,30609088801807019,train,1.0
1341,30609088801807043,train,0.0
1342,30609088801807065,train,0.0
1343,30609088801807074,test,0.0
1344,30609088801807081,train,1.0
1345,30609088801807096,train,0.0
1346,30609088801807113,test,0.0
1347,30609088801807128,test,1.0
1348,30609088801807143,train,0.0
1349,30609088801807159,train,0.0
1350,30611088802207003,train,1.0
1351,30611088802207013,test,0.0
1352,30611088802207018,train,0.0
1353,30611088802207033,test,1.0
1354,30611088802207048,train,0.0
1355,30611088802207063,train,0.0
1356,30611088802207093,train,1.0
1357,30611088802207123,train,1.0
1358,30611088802207124,train,1.0
1359,30611088802207139,test,0.0
1360,30614010100105012,test,0.0
1361,30614010100105024,train,0.0
1362,30614010100105048,train,0.0
1363,30614010100105060,train,0.0
1364,30614010100105072,test,0.0
1365,30614010100105084,train,0.0
1366,30614010100105108,train,0.0
1367,30614010100105132,train,0.0
1368,30614010100105144,test,0.0
1369,30616088801207001,test,0.0
1370,30616088801207013,train,0.0
1371,30616088801207019,train,0.0
1372,30616088801207037,train,0.0
1373,30616088801207055,test,0.0
1374,30616088801207073,train,0.0
1375,30616088801207091,train,1.0
1376,30616088801207109,test,0.0
1377,30616088801207121,train,0.0
1378,30616088801207145,train,0.0
1379,30616088801207152,train,0.0
1380,30701088801406004,train,0.0
1381,30701088801406016,test,1.0
1382,30701088801406022,train,0.0
1383,30701088801406040,train,1.0
1384,30701088801406058,train,0.0
1385,30701088801406076,test,0.0
1386,30701088801406094,train,1.0
1387,30701088801406112,train,0.0
1388,30701088801406130,train,0.0
1389,30701088801406142,test,1.0
1390,30701088801406149,train,0.0
1391,30701088801406167,test,0.0
1392,30703088800105002,train,0.0
1393,30703088800105020,train,0.0
1394,30703088800105027,test,0.0
1395,30703088800105040,test,0.0
1396,30703088800105044,test,0.0
1397,30703088800105059,train,0.0
1398,30703088800105077,train,0.0
1399,30703088800105095,test,0.0
1400,30703088800105113,train,0.0
1401,30703088800105131,train,0.0
1402,30703088800105149,train,0.0
1403,30703088800105167,train,0.0
1404,30704088801302003,test,0.0
1405,30704088801302017,train,0.0
1406,30704088801302024,train,0.0
1407,30704088801302038,train,0.0
1408,30704088801302045,test,1.0
1409,30704088801302066,test,0.0
1410,30704088801302087,train,0.0
1411,30704088801302108,test,0.0
1412,30704088801302129,train,0.0
1413,30704088801302150,train,0.0
1414,30704088801302171,train,1.0
1415,30704088801302192,train,0.0
1416,30705010100105002,test,0.0
1417,30705010100105015,test,0.0
1418,30705010100105028,train,0.0
1419,30705010100105041,train,0.0
1420,30705010100105054,train,0.0
1421,30705010100105067,test,0.0
1422,30705010100105080,train,0.0
1423,30705010100105093,test,0.0
1424,30705010100105106,test,0.0
1425,30705010100105119,train,0.0
1426,30705010100105132,train,0.0
1427,30705010100105145,train,0.0
1428,30705088802405003,train,1.0
1429,30705088802405017,train,1.0
1430,30705088802405024,test,1.0
1431,30705088802405038,train,0.0
1432,30705088802405045,train,0.0
1433,30705088802405066,train,0.0
1434,30705088802405087,train,1.0
1435,30705088802405108,train,0.0
1436,30705088802405129,test,1.0
1437,30705088802405150,train,1.0
1438,30705088802405171,test,0.0
1439,30705088802405192,test,0.0
1440,30708020100211048,test,0.0
1441,30708020100211073,test,0.0
1442,30708020100211098,train,0.0
1443,30708020100211123,train,0.0
1444,30708020100211148,train,0.0
1445,30708020100211173,train,1.0
1446,30708020100211198,train,0.0
1447,30708020100211223,train,0.0
1448,30708020100211248,test,0.0
1449,30708020100211273,train,0.0
1450,30708020100211298,train,0.0
1451,30708020100211323,test,0.0
1452,30708020100211348,train,0.0
1453,30708020100211373,train,0.0
1454,30708088801402002,train,0.0
1455,30708088801402016,test,1.0
1456,30708088801402023,train,1.0
1457,30708088801402037,train,0.0
1458,30708088801402044,test,0.0
1459,30708088801402065,train,1.0
1460,30708088801402086,train,0.0
1461,30708088801402107,train,0.0
1462,30708088801402128,train,0.0
1463,30708088801402149,train,1.0
1464,30708088801402170,test,0.0
1465,30708088801402191,test,1.0
1466,30710088801703002,test,0.0
1467,30710088801703020,train,0.0
1468,30710088801703056,train,0.0
1469,30710088801703075,train,0.0
1470,30710088801703093,test,0.0
1471,30710088801703111,train,0.0
1472,30710088801703119,train,1.0
1473,30710088801703130,train,0.0
1474,30710088801703148,train,0.0
1475,30710088801703166,test,0.0
1476,30713088801304004,train,0.0
1477,30713088801304022,train,0.0
1478,30713088801304040,test,0.0
1479,30713088801304078,train,0.0
1480,30713088801304096,train,0.0
1481,30713088801304114,train,0.0
1482,30713088801304150,test,1.0
1483,30713088801304168,train,1.0
1484,30713088801304186,test,0.0
1485,30802088801503021,train,1.0
1486,30802088801503059,test,1.0
1487,30802088801503080,train,0.0
1488,30802088801503103,test,0.0
1489,30802088801503122,train,0.0
1490,30802088801503140,train,1.0
1491,30802088801503158,train,1.0
1492,30802088801503176,test,0.0
1493,30802088801503177,train,0.0
1494,30803010100107040,train,0.0
1495,30803010100107082,train,0.0
1496,30803010100107124,train,0.0
1497,30803010100107145,test,0.0
1498,30803010100107166,train,0.0
1499,30803010100107187,train,0.0
1500,30803010100107208,train,0.0
1501,30803010100107229,test,0.0
1502,30803010100107250,test,1.0
1503,30803088800603003,train,1.0
1504,30803088800603030,train,0.0
1505,30803088800603059,train,1.0
1506,30803088800603086,train,0.0
1507,30803088800603114,test,0.0
1508,30803088800603143,test,1.0
1509,30803088800603199,train,0.0
1510,30803088800603228,test,0.0
1511,30803088800603231,train,0.0
1512,30803088800603259,train,0.0
1513,30804088800503003,train,0.0
1514,30804088800503018,test,0.0
1515,30804088800503033,train,1.0
1516,30804088800503048,train,1.0
1517,30804088800503051,train,1.0
1518,30804088800503064,train,0.0
1519,30804088800503079,train,0.0
1520,30804088800503095,test,1.0
1521,30804088800503110,test,0.0
1522,30804088800503125,test,1.0
1523,30804088800503140,train,1.0
1524,30804088800503142,train,1.0
1525,30901088801202001,train,1.0
1526,30901088801202011,test,0.0
1527,30901088801202016,train,0.0
1528,30901088801202026,train,0.0
1529,30901088801202031,test,1.0
1530,30901088801202046,test,0.0
1531,30901088801202061,train,0.0
1532,30901088801202076,train,1.0
1533,30901088801202092,test,0.0
1534,30901088801202107,train,0.0
1535,30901088801202122,train,0.0
1536,30901088801202137,train,1.0
1537,30902088802501002,test,0.0
1538,30902088802501029,train,0.0
1539,30902088802501056,train,0.0
1540,30902088802501061,train,0.0
1541,30902088802501085,test,0.0
1542,30902088802501112,train,1.0
1543,30902088802501139,train,0.0
1544,30902088802501140,test,0.0
1545,30902088802501194,train,0.0
1546,30902088802501222,train,0.0
1547,30902088802501249,train,0.0
1548,30902088803201002,train,1.0
1549,30902088803201014,test,1.0
1550,30902088803201020,train,1.0
1551,30902088803201038,train,1.0
1552,30902088803201056,test,0.0
1553,30902088803201063,train,0.0
1554,30902088803201075,train,0.0
1555,30902088803201093,test,0.0
1556,30902088803201111,train,0.0
1557,30902088803201129,test,0.0
1558,30902088803201147,train,0.0
1559,30902088803201165,train,0.0
1560,30903080100101027,test,0.0
1561,30903080100101054,test,0.0
1562,30903080100101081,train,0.0
1563,30903080100101108,test,0.0
1564,30903080100101135,train,0.0
1565,30903080100101162,train,0.0
1566,30903080100101189,train,0.0
1567,30903080100101210,test,0.0
1568,30903080100101243,train,1.0
1569,30903080100101297,train,0.0
1570,30903080100101324,train,0.0
1571,30903080100101351,train,0.0
1572,30903080100101378,train,0.0
1573,30904088800702004,train,1.0
1574,30904088800702016,train,0.0
1575,30904088800702022,train,0.0
1576,30904088800702036,test,1.0
1577,30904088800702040,train,0.0
1578,30904088800702058,train,0.0
1579,30904088800702076,test,0.0
1580,30904088800702094,train,0.0
1581,30904088800702112,train,1.0
1582,30904088800702130,test,1.0
1583,30904088800702148,test,0.0
1584,30904088800702166,train,0.0
1585,30905088801102018,test,0.0
1586,30905088801102033,train,1.0
1587,30905088801102048,train,1.0
1588,30905088801102063,train,0.0
1589,30905088801102067,train,0.0
1590,30905088801102079,train,0.0
1591,30905088801102094,test,0.0
1592,30905088801102110,train,0.0
1593,30905088801102125,train,0.0
1594,30905088801102131,train,0.0
1595,30905088801102141,test,0.0
1596,30906020100105003,train,0.0
1597,30906020100105011,train,0.0
1598,30906020100105035,test,0.0
1599,30906020100105059,train,0.0
1600,30906020100105067,test,0.0
1601,30906020100105091,train,0.0
1602,31001088801106002,test,0.0
1603,31001088801106022,train,0.0
1604,31001088801106036,train,0.0
1605,31001088801106038,train,0.0
1606,31001088801106053,test,0.0
1607,31001088801106077,test,1.0
1608,31001088801106094,train,0.0
1609,31001088801106122,test,0.0
1610,31001088801106126,train,1.0
1611,31001088801106142,train,0.0
1612,31001088801106159,train,0.0
1613,31001088801106174,train,0.0
1614,31002088801601004,train,0.0
1615,31002088801601019,train,0.0
1616,31002088801601034,train,1.0
1617,31002088801601049,train,1.0
1618,31002088801601059,test,0.0
1619,31002088801601065,train,1.0
1620,31002088801601080,train,0.0
1621,31002088801601096,train,1.0
1622,31002088801601111,test,0.0
1623,31002088801601126,train,0.0
1624,31002088801601150,test,1.0
1625,31004010100103014,train,1.0
1626,31004010100103032,train,0.0
1627,31004010100103065,test,0.0
1628,31004010100103082,train,1.0
1629,31004010100103099,test,0.0
1630,31004010100103118,train,0.0
1631,31004010100103139,test,0.0
1632,31004010100103156,train,0.0
1633,31004010100103173,test,0.0
1634,31004010100103205,train,0.0
1635,31004088800408004,test,0.0
1636,31004088800408024,train,0.0
1637,31004088800408067,train,0.0
1638,31004088800408080,train,0.0
1639,31004088800408100,test,0.0
1640,31004088800408120,train,0.0
1641,31004088800408141,test,0.0
1642,31004088800408162,train,0.0
1643,31004088800408183,train,1.0
1644,31004088800408203,train,0.0
1645,31004088800408231,train,0.0
1646,31101010100318001,train,0.0
1647,31101010100318013,test,0.0
1648,31101010100318025,train,0.0
1649,31101010100318037,test,0.0
1650,31101010100318049,train,0.0
1651,31101010100318061,train,0.0
1652,31101010100318073,train,0.0
1653,31101010100318085,train,0.0
1654,31101010100318097,test,0.0
1655,31101010100318109,train,0.0
1656,31101010100318133,train,0.0
1657,31101010100318145,test,0.0
1658,31101010100318157,train,0.0
1659,31101010100318169,train,0.0
1660,31101010100719011,test,0.0
1661,31101010100719026,test,0.0
1662,31101010100719056,train,0.0
1663,31101010100719071,train,0.0
1664,31101010100719086,train,0.0
1665,31101010100719101,train,0.0
1666,31101010100719131,train,0.0
1667,31101010100719146,test,0.0
1668,31101010100719161,train,0.0
1669,31101010100719176,train,0.0
1670,31101010100719191,test,0.0
1671,31101010100719206,train,0.0
1672,31101010100719221,train,0.0
1673,31101010101201014,train,0.0
1674,31101010101201038,test,0.0
1675,31101010101201062,train,0.0
1676,31101010101201086,test,0.0
1677,31101010101201110,train,0.0
1678,31101010101201134,train,0.0
1679,31101010101201158,train,0.0
1680,31101010101201182,train,0.0
1681,31101010101201206,test,0.0
1682,31101010101201230,train,0.0
1683,31101010101201254,train,0.0
1684,31101010101201278,test,0.0
1685,31101010101201302,test,0.0
1686,31101010101201326,train,0.0
1687,31101010101201350,train,0.0
1688,31201088800101003,train,0.0
1689,31201088800101024,train,0.0
1690,31201088800101041,test,0.0
1691,31201088800101057,test,0.0
1692,31201088800101072,train,0.0
1693,31201088800101076,train,0.0
1694,31201088800101088,test,0.0
1695,31201088800101103,train,0.0
1696,31201088800101118,train,0.0
1697,31201088800101133,train,0.0
1698,31201088800101148,train,0.0
1699,31201088800303002,test,1.0
1700,31201088800303020,train,1.0
1701,31201088800303038,train,1.0
1702,31201088800303056,train,1.0
1703,31201088800303074,test,1.0
1704,31201088800303093,train,1.0
1705,31201088800303099,test,1.0
1706,31201088800303112,test,0.0
1707,31201088800303130,train,1.0
1708,31201088800303148,train,1.0
1709,31201088800303167,train,1.0
1710,31201088800303171,train,0.0
1711,31201088800504004,train,1.0
1712,31201088800504016,test,0.0
1713,31201088800504028,test,1.0
1714,31201088800504041,train,0.0
1715,31201088800504052,train,0.0
1716,31201088800504056,test,0.0
1717,31201088800504069,train,0.0
1718,31201088800504083,train,1.0
1719,31201088800504096,train,1.0
1720,31201088800504108,test,0.0
1721,31201088800504120,train,0.0
1722,31201088800504142,train,0.0
1723,40101088802202007,train,0.0
1724,40101088802202029,train,0.0
1725,40101088802202040,test,0.0
1726,40101088802202062,test,0.0
1727,40101088802202073,train,0.0
1728,40101088802202106,train,0.0
1729,40101088802202139,test,0.0
1730,40101088802202172,train,0.0
1731,40101088802202205,train,0.0
1732,40101088802202238,train,0.0
1733,40101088802202271,test,1.0
1734,40101088802202304,train,0.0
1735,40106088801302001,train,1.0
1736,40106088801302015,test,0.0
1737,40106088801302022,train,0.0
1738,40106088801302036,train,1.0
1739,40106088801302043,test,1.0
1740,40106088801302064,train,0.0
1741,40106088801302085,train,1.0
1742,40106088801302106,train,0.0
1743,40106088801302127,test,0.0
1744,40106088801302148,train,1.0
1745,40106088801302169,train,1.0
1746,40106088801302190,test,1.0
1747,40113088800501001,train,1.0
1748,40113088800501016,train,0.0
1749,40113088800501032,train,0.0
1750,40113088800501047,train,0.0
1751,40113088800501062,train,1.0
1752,40113088800501078,train,0.0
1753,40113088800501093,test,0.0
1754,40113088800501108,test,0.0
1755,40113088800501109,test,1.0
1756,40113088800501125,train,1.0
1757,40113088800501136,test,1.0
1758,40113088800501145,train,1.0
1759,40116020100103012,train,0.0
1760,40116020100103030,train,0.0
1761,40116020100103048,test,0.0
1762,40116020100103066,train,0.0
1763,40116020100103084,test,1.0
1764,40116020100103102,train,1.0
1765,40116020100103120,train,0.0
1766,40116020100103138,train,1.0
1767,40116020100103156,train,1.0
1768,40116020100103174,train,0.0
1769,40116020100103192,test,0.0
1770,40116020100103210,test,1.0
1771,40117010100211008,train,0.0
1772,40117010100211018,train,0.0
1773,40117010100211028,test,0.0
1774,40117010100211048,test,0.0
1775,40117010100211058,train,0.0
1776,40117010100211078,train,0.0
1777,40117010100211088,test,0.0
1778,40117010100211098,train,0.0
1779,40117010100211108,test,1.0
1780,40117010100211118,train,0.0
1781,40117010100211128,train,0.0
1782,40117010100211138,train,0.0
1783,40118088802402004,test,1.0
1784,40118088802402018,test,1.0
1785,40118088802402025,train,1.0
1786,40118088802402039,test,1.0
1787,40118088802402046,train,1.0
1788,40118088802402067,train,1.0
1789,40118088802402088,train,1.0
1790,40118088802402109,test,1.0
1791,40118088802402130,train,1.0
1792,40118088802402151,train,1.0
1793,40118088802402172,train,1.0
1794,40118088802402193,train,1.0
1795,40204088801105004,train,1.0
1796,40204088801105022,train,1.0
1797,40204088801105040,test,0.0
1798,40204088801105059,train,0.0
1799,40204088801105078,train,0.0
1800,40204088801105088,train,0.0
1801,40204088801105097,test,0.0
1802,40204088801105118,train,0.0
1803,40204088801105137,test,0.0
1804,40204088801105158,train,0.0
1805,40204088801105176,train,0.0
1806,40210088801102004,train,1.0
